pick_index	event_index	gamma_score
90499	29	0.0006030639007487527
1005	30	0.001203506695475437
3736	30	0.0035294991836155535
5132	30	0.0011535558257090867
6430	30	0.0006584210872724122
7938	30	0.009602359399888113
10594	30	0.0017383140523659366
12527	30	0.001488404497357024
18718	30	0.00014119794006588345
27652	30	0.0002831709886224993
29185	30	0.0006030639007487527
35545	30	0.00012137896332197148
37628	30	0.0034772900291401266
40837	30	0.0005170876965045438
43375	30	0.0019374512821995452
44466	30	0.0014896858126473764
48081	30	0.0012478634466766465
50600	30	0.0014624380797217584
57356	30	0.0008287529785258488
58797	30	0.00021639063660647967
70343	30	0.000682111472658145
72097	30	0.0010791944728629243
73978	30	0.019342059337312277
75893	30	0.0018760079743166476
79757	30	0.0019848594903654143
80941	30	0.004335034014206897
83348	30	0.0008106920204494079
86623	30	0.01745429647176679
1006	31	0.001203506695475437
2261	31	0.0035294991836155535
16527	31	0.0011535558257090867
31101	31	0.0006584210872724122
32364	31	0.009602359399888113
40838	31	0.0017383140523659366
56118	31	0.001488404497357024
68685	31	0.00014119794006588345
73979	31	0.0002831709886224993
86624	31	0.0006030639007487527
9626	32	0.001203506695475437
18719	32	0.0035294991836155535
40841	32	0.0011535558257090867
42265	32	0.0006584210872724122
53289	32	0.009602359399888113
56120	32	0.0017383140523659366
73980	32	0.001488404497357024
78664	32	0.00014119794006588345
80943	32	0.0002831709886224993
87621	32	0.0006030639007487527
3739	33	0.001203506695475437
6433	33	0.0035294991836155535
11425	33	0.0011535558257090867
12529	33	0.0006584210872724122
13488	33	0.009602359399888113
29187	33	0.0017383140523659366
32366	33	0.001488404497357024
37632	33	0.00014119794006588345
40844	33	0.0002831709886224993
44468	33	0.0006030639007487527
50606	33	0.00012137896332197148
53294	33	0.0034772900291401266
56125	33	0.0005170876965045438
64269	33	0.0019374512821995452
66584	33	0.0014896858126473764
72104	33	0.0012478634466766465
77256	33	0.0014624380797217584
83351	33	0.0008287529785258488
85753	33	0.00021639063660647967
90503	33	0.000682111472658145
214	34	0.002299787334747668
1512	34	0.0003496739274082197
3366	34	0.02836733205235048
4736	34	0.001508635976154968
6062	34	0.006057223560658411
7497	34	0.0006759954844242024
12304	34	0.0031408729518811176
13219	34	0.0005484685458693451
18106	34	0.0038037208649002066
25690	34	0.0013294938378645602
27205	34	0.0024776243349499084
28769	34	0.001452074406235924
30555	34	0.024551475671138925
39475	34	0.0013678618879733391
40303	34	0.005447607794306351
41692	34	0.004355065088971176
47228	34	0.0011825732863412807
49646	34	0.002703011213598658
52547	34	0.00013175370255016572
55288	34	0.00024369237380799153
57062	34	0.0029552095460452375
66113	34	0.0013312015188930576
68088	34	0.0005015945766423664
69644	34	0.01759076586850688
71365	34	0.0063374772551111555
73374	34	0.005789148961053313
75244	34	0.0020781257979096478
78270	34	0.0007497957235663383
79471	34	0.006583077899797184
80616	34	0.009360683024672602
82948	34	0.0006972772251603838
86396	34	0.001211402832073619
87359	34	0.005141946238920908
91455	34	0.0022112930369710885
16053	35	0.002299787334747668
40304	35	0.0003496739274082197
41693	35	0.02836733205235048
47229	35	0.001508635976154968
49647	35	0.006057223560658411
52548	35	0.0006759954844242024
55289	35	0.0031408729518811176
69646	35	0.0005484685458693451
71366	35	0.0038037208649002066
216	36	0.002299787334747668
1514	36	0.0003496739274082197
4737	36	0.02836733205235048
11257	36	0.001508635976154968
11720	36	0.006057223560658411
21993	36	0.0006759954844242024
32021	36	0.0031408729518811176
47231	36	0.0005484685458693451
49649	36	0.0038037208649002066
69647	36	0.0013294938378645602
86397	36	0.0024776243349499084
90158	36	0.001452074406235924
1515	37	0.002299787334747668
3367	37	0.0003496739274082197
25692	37	0.02836733205235048
28770	37	0.001508635976154968
40305	37	0.006057223560658411
41694	37	0.0006759954844242024
52550	37	0.0031408729518811176
55290	37	0.0005484685458693451
68090	37	0.0038037208649002066
80617	37	0.0013294938378645602
3368	38	0.002299787334747668
4740	38	0.0003496739274082197
7500	38	0.02836733205235048
28771	38	0.001508635976154968
49655	38	0.006057223560658411
52553	38	0.0006759954844242024
57063	38	0.0031408729518811176
58354	38	0.0005484685458693451
60529	38	0.0038037208649002066
69651	38	0.0013294938378645602
80619	38	0.0024776243349499084
86399	38	0.001452074406235924
91457	38	0.024551475671138925
222	39	0.002299787334747668
1521	39	0.0003496739274082197
4741	39	0.02836733205235048
20636	39	0.001508635976154968
21998	39	0.006057223560658411
28773	39	0.0006759954844242024
32026	39	0.0031408729518811176
49658	39	0.0005484685458693451
73377	39	0.0038037208649002066
10207	40	0.0036669310034477608
24950	40	0.010428502307475686
26441	40	0.0015831465703888884
51227	40	0.0009475353028802333
53853	40	0.003953943373865959
72603	40	0.00017945096397847308
74455	40	0.004371280020217038
78939	40	0.005914906742528033
16893	41	0.0036669310034477608
22357	41	0.010428502307475686
32634	41	0.0015831465703888884
35981	41	0.0009475353028802333
37985	41	0.003953943373865959
44890	41	0.00017945096397847308
59201	41	0.004371280020217038
76279	41	0.005914906742528033
15100	42	0.0036669310034477608
21015	42	0.010428502307475686
34003	42	0.0015831465703888884
37986	42	0.0009475353028802333
72606	42	0.003953943373865959
74458	42	0.00017945096397847308
81154	42	0.004371280020217038
2690	43	0.024787899641618472
10957	43	0.010291910133977695
11923	43	0.01893265918213545
12703	43	0.00223156936200927
13676	43	0.002760220913740318
16896	43	0.008338866091238403
19875	43	0.0016903567256107753
21017	43	0.001795095269762059
24954	43	0.00293127536284264
26446	43	0.002783457742066845
27989	43	0.002353305110080709
29547	43	0.02713923311211135
35984	43	0.035423515162776
37987	43	0.006550468369136413
44891	43	0.005139571057189448
51234	43	0.025616671626277884
53861	43	0.004698493459411034
56549	43	0.010885697000018442
72607	43	0.040193782386451944
78940	43	0.018429309678515412
79997	43	0.029045137472220046
87830	43	0.011988194040878671
89538	43	0.0287146824160087
5418	44	0.024787899641618472
12704	44	0.010291910133977695
15103	44	0.01893265918213545
16897	44	0.00223156936200927
19876	44	0.002760220913740318
21018	44	0.008338866091238403
22360	44	0.0016903567256107753
24955	44	0.001795095269762059
29548	44	0.00293127536284264
31429	44	0.002783457742066845
35986	44	0.002353305110080709
37988	44	0.02713923311211135
38915	44	0.035423515162776
51235	44	0.006550468369136413
53862	44	0.005139571057189448
59207	44	0.025616671626277884
61824	44	0.004698493459411034
66980	44	0.010885697000018442
72609	44	0.040193782386451944
76282	44	0.018429309678515412
77542	44	0.029045137472220046
78942	44	0.011988194040878671
79998	44	0.0287146824160087
81625	44	0.015010614858249258
82186	44	0.0003246048146627587
4026	45	0.16134851143366838
5419	45	0.0029732119815887143
31430	45	0.00580080463997035
76283	45	0.03200134709070854
77543	45	0.08031935022187232
82187	45	0.10808708595167277
86804	45	0.14855415630169458
2691	46	0.16134851143366838
6733	46	0.0029732119815887143
10958	46	0.00580080463997035
11924	46	0.03200134709070854
12705	46	0.08031935022187232
13677	46	0.10808708595167277
15105	46	0.14855415630169458
16898	46	0.023341157162946276
19877	46	0.09573196287197519
21019	46	0.02487005843869449
22361	46	0.011527426919655725
27991	46	0.11076279583366173
29549	46	0.09035300721372082
34006	46	0.06342411582765346
35987	46	0.11274839895577395
37989	46	0.09290934000322273
44892	46	0.007104732010306747
51236	46	0.002746159558244003
53863	46	0.005908918756069765
56550	46	0.10602027478445314
57620	46	0.0672243249350785
61825	46	0.1369932471335588
65215	46	0.06279458927508624
66981	46	0.13354999141734733
72610	46	0.06513227175149865
74462	46	0.035906074146712895
78943	46	0.01760820586368943
82188	46	0.08322717207483589
85123	46	0.10392972881773407
86806	46	0.0750441620279346
87832	46	0.164421494831767
11866	47	0.005953489071046736
12622	47	0.0016370802132856957
13624	47	0.0005655521469781703
14977	47	0.016134181520513054
16732	47	0.00877553357209705
19757	47	0.0010845924161150809
20856	47	0.00772017005131715
29374	47	0.00012350202772454713
37895	47	0.005459569830566818
38808	47	0.0008448520562263006
86712	47	0.00047260645705859104
87732	47	0.0012772477647145898
2581	48	0.005953489071046736
5309	48	0.0016370802132856957
11867	48	0.0005655521469781703
12624	48	0.016134181520513054
20858	48	0.00877553357209705
24831	48	0.0010845924161150809
26308	48	0.00772017005131715
27851	48	0.00012350202772454713
33823	48	0.005459569830566818
35800	48	0.0008448520562263006
39881	48	0.00047260645705859104
41244	48	0.0012772477647145898
56466	48	0.00458729197495512
57486	48	0.00968085014141237
65063	48	0.007355977393951692
66788	48	0.001006678985877096
72413	48	0.004377019758626232
74247	48	0.009108689215569597
76189	48	0.0011254164168812285
78836	48	0.00048047056252848667
81085	48	0.0165656209287228
81527	48	0.007430648641000914
82061	48	0.0003714908231471202
85052	48	0.005515940613359685
87733	48	0.0005257327790951674
2582	49	0.005953489071046736
24832	49	0.0016370802132856957
26309	49	0.0005655521469781703
39882	49	0.016134181520513054
41245	49	0.00877553357209705
51007	49	0.0010845924161150809
53614	49	0.00772017005131715
66789	49	0.00012350202772454713
72414	49	0.005459569830566818
74248	49	0.0008448520562263006
12626	50	0.005953489071046736
22268	50	0.0016370802132856957
26311	50	0.0005655521469781703
37897	50	0.016134181520513054
44836	50	0.00877553357209705
53619	50	0.0010845924161150809
58996	50	0.00772017005131715
61559	50	0.00012350202772454713
72417	50	0.005459569830566818
77420	50	0.0008448520562263006
78838	50	0.00047260645705859104
2584	51	0.005953489071046736
5312	51	0.0016370802132856957
6602	51	0.0005655521469781703
10903	51	0.016134181520513054
11868	51	0.00877553357209705
13626	51	0.0010845924161150809
16739	51	0.00772017005131715
19762	51	0.00012350202772454713
20866	51	0.005459569830566818
22270	51	0.0008448520562263006
24836	51	0.00047260645705859104
26315	51	0.0012772477647145898
27854	51	0.00458729197495512
29378	51	0.00968085014141237
31343	51	0.007355977393951692
32518	51	0.001006678985877096
33830	51	0.004377019758626232
35806	51	0.009108689215569597
38811	51	0.0011254164168812285
39893	51	0.00048047056252848667
41258	51	0.0165656209287228
44838	51	0.007430648641000914
51015	51	0.0003714908231471202
53624	51	0.005515940613359685
56470	51	0.0005257327790951674
58998	51	0.002405253686630749
61564	51	0.003154973720669161
65067	51	0.004295077504237145
66793	51	0.00020913301729099938
72420	51	0.0005627759087766415
74252	51	0.010320291496185583
76193	51	0.0004572351541079785
77423	51	0.000805803222069542
78840	51	0.0033046792507596327
81530	51	0.0023815734553086104
85053	51	0.00022621312808731588
85848	51	0.00018327836639268856
86713	51	0.0006247409401138083
2585	52	0.005953489071046736
3905	52	0.0016370802132856957
5313	52	0.0005655521469781703
9707	52	0.016134181520513054
10904	52	0.00877553357209705
11869	52	0.0010845924161150809
12627	52	0.00772017005131715
13627	52	0.00012350202772454713
16740	52	0.005459569830566818
19763	52	0.0008448520562263006
20867	52	0.00047260645705859104
24837	52	0.0012772477647145898
27855	52	0.00458729197495512
31344	52	0.00968085014141237
37899	52	0.007355977393951692
39894	52	0.001006678985877096
41259	52	0.004377019758626232
44839	52	0.009108689215569597
51016	52	0.0011254164168812285
53625	52	0.00048047056252848667
57492	52	0.0165656209287228
