pick_index	event_index	gamma_score
44012	219	0.0016288407465792649
50143	219	0.00935210788376486
58574	219	0.0022153135825611933
69995	219	0.0006016829836297259
71733	219	0.00519340441749143
73654	219	0.0004020003895460195
75547	219	0.0004423812074497995
77098	219	7.109812707455538e-05
78484	219	0.013221397206964813
623	220	0.00018596713529349664
1888	220	0.0004497210777273607
7713	220	5.04968793282417e-05
35243	220	0.0004352775625954424
69996	220	0.0006270116243658416
73655	220	0.0016288407465792649
75548	220	0.00935210788376486
90334	220	0.0022153135825611933
624	221	0.00018596713529349664
1890	221	0.0004497210777273607
3550	221	5.04968793282417e-05
6248	221	0.0004352775625954424
8378	221	0.0006270116243658416
8863	221	0.0016288407465792649
10527	221	0.00935210788376486
11339	221	0.0022153135825611933
12415	221	0.0006016829836297259
13353	221	0.00519340441749143
14217	221	0.0004020003895460195
16287	221	0.0004423812074497995
18417	221	7.109812707455538e-05
23190	221	0.013221397206964813
32190	221	0.002385707557635546
33501	221	0.00010891546606465877
35245	221	0.001191768674448044
38592	221	0.00010020308443505516
39614	221	0.0019255851378779244
42930	221	0.0016713116847524537
44014	221	0.010139311416523978
45335	221	0.00013416798042888977
47675	221	0.0003032155990845998
50149	221	0.0001302840283311277
52930	221	0.0002670821956245847
55718	221	0.003364977872683581
57213	221	0.002021996853032346
58575	221	0.001026966146053229
60887	221	0.009039966688270274
66364	221	0.001608454498696354
69999	221	0.0009628775504422936
75552	221	0.0004346565683313974
77099	221	0.007482936786492553
78486	221	0.0008918579759688918
79609	221	0.00020010716833326314
80777	221	0.0009647740303106224
83145	221	7.729482205601802e-05
85649	221	0.002051240100553279
86513	221	0.0011045243916405134
87501	221	0.00012643026260972666
88573	221	0.005289760568685945
90335	221	0.0014129658011522782
16975	222	0.0018781769508508345
19909	222	0.004121737915257345
28033	222	0.002543150681044224
31459	222	0.010424624265111712
65266	222	0.0033362729574325225
74525	222	0.010442474612206733
86834	222	0.004006763135237119
90815	222	0.0008491073693870305
5449	223	0.0018781769508508345
29597	223	0.004121737915257345
34067	223	0.002543150681044224
85144	223	0.010424624265111712
86835	223	0.0033362729574325225
89571	223	0.010442474612206733
6758	224	0.0018781769508508345
15172	224	0.004121737915257345
26486	224	0.002543150681044224
34069	224	0.010424624265111712
51303	224	0.0033362729574325225
56580	224	0.010442474612206733
65268	224	0.004006763135237119
67044	224	0.0008491073693870305
78973	224	0.0026685815913904316
80030	224	0.0031935351455822424
85959	224	0.0034321451553119497
626	225	0.1437159563643168
3551	225	0.007485578329629817
4947	225	0.0717884208466383
8379	225	0.06274952353767449
8864	225	0.02792932488434538
9536	225	0.0033402686178936277
11340	225	0.1426910037321776
11775	225	0.06379848094256108
12416	225	0.013382414901580332
13354	225	0.003937274272949203
14218	225	0.0029564511387697996
18419	225	0.07545010377808223
25909	225	0.06324027240396117
27428	225	0.14843784202542495
28996	225	0.0273698322232141
30845	225	0.08707869295579157
37312	225	0.006005713030651792
38593	225	0.015535898357129898
42932	225	0.00023441015953471915
45336	225	0.1166301555046641
47677	225	0.066341503059867
52931	225	0.14722054183136007
55719	225	0.03388871906642706
57214	225	0.0035942922933260434
66365	225	0.004018342290657895
68395	225	0.01814664418526041
70000	225	0.006224563680881823
73658	225	0.02269879362277239
79610	225	0.1260711394590416
80778	225	0.1914782236523014
83146	225	0.06305172244165429
84629	225	0.1896423414223473
87502	225	0.04262774839687358
88574	225	0.1770011236258137
2621	226	0.0008494755446754054
9115	226	0.0040731228437765115
24874	226	0.0020124670411134035
29434	226	0.0006458078788531405
51084	226	0.009251402876049773
65119	226	0.002406548066547922
66848	226	0.004154875414796062
86747	226	0.004527470037518004
2726	227	0.021128257698945666
11943	227	0.002838815522473292
15176	227	0.0013901815706291063
16982	227	0.005153398962514252
19912	227	0.0009976406868227577
24994	227	0.012298217541606187
28036	227	0.004346439823041702
44916	227	0.0014687082542579992
53932	227	0.010898989671977962
74528	227	0.003327440469476902
86837	227	0.0006915393418568014
2727	228	0.026859477005356895
4063	228	0.016684523248027595
5452	228	0.027356371974497654
9180	228	0.006722301071034152
10225	228	0.006072127626815157
10975	228	0.009586849569448271
11946	228	0.02757104183982966
12734	228	0.03379741483858792
16988	228	0.010002552174785696
19915	228	0.0029677008632182605
21073	228	0.013207197359576933
22392	228	0.0022513225557903283
25000	228	0.006786925571035064
26492	228	0.03182729730239731
28039	228	0.02056406601094349
34078	228	0.011752858846455055
36074	228	0.007684104871608583
38018	228	0.014833825428812984
44918	228	0.017048645887105536
51312	228	0.003755831351694938
53938	228	0.02152179983892242
56583	228	6.588134844453988e-05
59289	228	0.022056339554905866
65273	228	0.008512587182863697
72680	228	0.02241799015278455
74538	228	0.015356506562266888
76318	228	0.030433090544424547
78976	228	0.022761737899398803
80033	228	0.013151855903197828
81185	228	0.01890681956823977
82240	228	0.023559652365486593
83721	228	0.019810393437023677
86841	228	0.023590341193468103
87867	228	0.004799629595276555
89574	228	0.006776291818933538
5351	229	0.006503742299286963
12650	229	0.0018503172004337568
15028	229	0.010903213265685855
20929	229	0.001555467344162762
27902	229	0.019010358497851765
29437	229	0.057905112839533444
32569	229	0.0026794902062806576
35869	229	0.018207632044579883
38849	229	0.0023153966070341915
53697	229	0.011176127806115585
57542	229	5.843987899259277e-05
61660	229	0.024603431650600433
65120	229	0.03390540681052667
66850	229	0.0070850084108763905
74330	229	0.004721429522662459
77466	229	0.022414372025324952
78878	229	0.016997723030697
85878	229	0.0026469355861167623
5352	230	0.006503742299286963
6650	230	0.0018503172004337568
9116	230	0.010903213265685855
10929	230	0.001555467344162762
11889	230	0.019010358497851765
12651	230	0.057905112839533444
13645	230	0.0026794902062806576
14400	230	0.018207632044579883
15029	230	0.0023153966070341915
16803	230	0.011176127806115585
19808	230	5.843987899259277e-05
20930	230	0.024603431650600433
22303	230	0.03390540681052667
27903	230	0.0070850084108763905
29438	230	0.004721429522662459
32570	230	0.022414372025324952
35872	230	0.016997723030697
37932	230	0.0026469355861167623
38851	230	0.007884977937218453
44856	230	0.0004321046204684448
51086	230	0.027264775457621244
53698	230	0.015455232511384203
57543	230	0.010781272864503089
61661	230	0.015177669791660083
65121	230	0.020360320987067082
66851	230	0.004130120769253789
74333	230	5.3827099677239266e-05
76231	230	0.0033921933217682114
78880	230	0.001949295409988395
82105	230	0.0020918800551392685
85879	230	0.001686673837194541
87771	230	0.0001002097889488505
3951	231	0.006503742299286963
5353	231	0.0018503172004337568
22304	231	0.010903213265685855
23645	231	0.001555467344162762
27904	231	0.019010358497851765
29439	231	0.057905112839533444
53700	231	0.0026794902062806576
59076	231	0.018207632044579883
61662	231	0.0023153966070341915
65122	231	0.011176127806115585
74335	231	5.843987899259277e-05
76232	231	0.024603431650600433
79939	231	0.03390540681052667
12792	232	0.0006558759842614795
22453	232	0.005751824531215015
38069	232	0.00842873155976999
56638	232	0.0008385120581991505
59412	232	0.001417209793088986
74656	232	0.0004206542398566367
82327	232	0.002398977004450805
2793	233	0.0006558759842614795
5510	233	0.005751824531215015
6825	233	0.00842873155976999
17122	233	0.0008385120581991505
28117	233	0.001417209793088986
29698	233	0.0004206542398566367
51451	233	0.002398977004450805
54077	233	0.0032649985767653454
65362	233	0.00043363544372396814
67147	233	0.00047756362244580635
74657	233	0.0022664210218601394
79034	233	0.0016270294402306147
82329	233	0.0010981837800081865
83799	233	0.005713769509543435
85187	233	0.01931925149913004
86009	233	0.001562264591684039
87932	233	0.0018062368778687537
5511	234	0.0006558759842614795
6826	234	0.005751824531215015
11008	234	0.00842873155976999
12794	234	0.0008385120581991505
13746	234	0.001417209793088986
14468	234	0.0004206542398566367
22454	234	0.002398977004450805
23784	234	0.0032649985767653454
25078	234	0.00043363544372396814
26572	234	0.00047756362244580635
28118	234	0.0022664210218601394
29699	234	0.0016270294402306147
31527	234	0.0010981837800081865
32725	234	0.005713769509543435
38070	234	0.01931925149913004
39012	234	0.001562264591684039
44954	234	0.0018062368778687537
45607	234	0.0031538054692760707
54081	234	0.009033611499299139
56640	234	0.0007767135623641628
57736	234	0.0008059061253181286
59413	234	0.0013440099484477793
62081	234	0.001090727766613364
65363	234	0.0015515691353519426
67148	234	0.000547497959463483
74658	234	0.006856697844071571
76380	234	0.0015578753939060443
77650	234	0.0019638469542522484
79035	234	0.0009474473299185301
80085	234	0.0011340908039844182
85188	234	0.0005589344504703967
86010	234	0.007756706854744756
2623	235	0.030679097785711918
24879	235	0.0037687395832745932
27905	235	0.036481468762934774
31380	235	0.007140562986441615
32572	235	0.0005529052409480814
51088	235	0.012456771139600007
65123	235	0.020942171683137008
66853	235	0.007256520775485991
72490	235	0.0018094599022221562
81566	235	0.006010267652936494
82106	235	0.0008208047042356285
85881	235	0.0028509184388285543
5513	236	0.019677690313476368
6828	236	0.009664030083120818
25079	236	0.018495362529785706
26573	236	0.0004885454374131206
29702	236	0.01709163422630885
56641	236	0.004029822960364097
57737	236	0.0012070455110736887
67151	236	0.02142849556898805
72803	236	0.006381228686624021
79036	236	0.011508655809892049
80087	236	0.0002522761378344204
86012	236	0.009102142384951039
2800	237	0.24620987947487508
5514	237	0.26951045684288694
6830	237	0.08734574106261811
11010	237	0.0034994453354006295
11988	237	0.19120122552774563
12796	237	0.21549467191192914
13748	237	0.01196370878961946
15300	237	0.14497721000570643
17130	237	0.07158640641520862
19991	237	0.0490073943466149
21172	237	0.058347880441280205
22457	237	0.06804376589992582
26575	237	0.1185173958757753
28122	237	0.023041034505938432
29704	237	0.10309024434954564
31529	237	0.13047562158585838
32728	237	0.06708904028164595
36199	237	0.17473419719552793
38074	237	0.08830348812321825
44956	237	0.00483796013995281
51458	237	0.00020909050274998763
54086	237	0.06255846482238024
59420	237	0.17249273834707293
65367	237	0.10700108692435571
67153	237	0.2607445890286771
72804	237	0.17846206765159417
74663	237	0.011203386564648686
76382	237	0.07368221703412932
79037	237	0.27151989211257543
81718	237	0.16270652547166053
82332	237	0.08627898200297902
85190	237	0.15955986257410162
86013	237	0.11118548252074045
86899	237	0.004199056739980629
7296	238	0.0021260198793863747
31881	238	0.0019576593844652683
33123	238	0.00012834285293542375
38362	238	0.0008271202159613469
60213	238	0.0019205304177671372
76763	238	0.000763723673782733
82773	238	0.0013857761873496755
86290	238	0.000430767787553531
15852	239	0.0021260198793863747
17837	239	0.0019576593844652683
20439	239	0.00012834285293542375
28579	239	0.0008271202159613469
34745	239	0.0019205304177671372
45813	239	0.000763723673782733
46821	239	0.0013857761873496755
78094	239	0.000430767787553531
17	240	0.0021260198793863747
3192	240	0.0019576593844652683
4552	240	0.00012834285293542375
5903	240	0.0008271202159613469
25520	240	0.0019205304177671372
27050	240	0.000763723673782733
30307	240	0.0013857761873496755
31885	240	0.000430767787553531
46823	240	7.620742214964425e-05
49186	240	0.0028185103670632233
52219	240	0.0027311420693334827
54928	240	0.002368780242296424
56937	240	0.002780873392800046
58174	240	0.00018975700406300292
60216	240	0.013082956063516601
65881	240	0.0008255227483963193
67796	240	0.0006895661600263832
71027	240	0.0004799371771164952
73207	240	0.0033730825671425793
75066	240	0.010350216728054537
80474	240	0.0012776094918684777
82775	240	0.002450869634345191
85445	240	0.0066189016430553745
87215	240	0.004587323037522131
90016	240	0.0004295142523771167
1337	241	0.0021260198793863747
5905	241	0.0019576593844652683
31887	241	0.00012834285293542375
69323	241	0.0008271202159613469
71031	241	0.0019205304177671372
85446	241	0.000763723673782733
90017	241	0.0013857761873496755
7299	242	0.0021260198793863747
28581	242	0.0019576593844652683
30310	242	0.00012834285293542375
41634	242	0.0008271202159613469
46827	242	0.0019205304177671372
52223	242	0.000763723673782733
54933	242	0.0013857761873496755
56939	242	0.000430767787553531
65883	242	7.620742214964425e-05
67800	242	0.0028185103670632233
71032	242	0.0027311420693334827
73212	242	0.002368780242296424
75073	242	0.002780873392800046
90019	242	0.00018975700406300292
25522	243	0.0021260198793863747
30311	243	0.0019576593844652683
54935	243	0.00012834285293542375
65884	243	0.0008271202159613469
67801	243	0.0019205304177671372
69325	243	0.000763723673782733
73214	243	0.0013857761873496755
75075	243	0.000430767787553531
79348	243	7.620742214964425e-05
80479	243	0.0028185103670632233
2624	244	0.0073441901917022925
3954	244	0.004838104397016667
6655	244	0.0016754239131587312
12654	244	0.006644856991767425
20933	244	0.013391340254999516
22306	244	0.003128470300609762
27906	244	0.0011135815172902055
35875	244	0.0007971204349780287
44859	244	0.0035830154741289
56499	244	0.003519860344686942
59082	244	0.005076818751109863
72491	244	0.002042093352784587
74338	244	0.0016909644417002284
78882	244	0.002347930044169054
79941	244	0.0019917162315179655
81568	244	0.0013627232146364559
2627	245	0.0073441901917022925
23649	245	0.004838104397016667
44860	245	0.0016754239131587312
56500	245	0.006644856991767425
66860	245	0.013391340254999516
79943	245	0.003128470300609762
81116	245	0.0011135815172902055
81569	245	0.0007971204349780287
82110	245	0.0035830154741289
2729	246	0.032712464606340926
4065	246	0.0009271775513131772
5453	246	0.0010131757683835344
6759	246	0.0016127658932381845
10976	246	0.0006308420072420894
11947	246	0.003660629085870044
13700	246	0.006225450574379346
15185	246	0.0017234417039817132
16991	246	0.0014260193918655237
19917	246	0.045395032279216395
21075	246	0.0009939554232651971
22393	246	0.00236997468158409
23730	246	0.004043168157357141
25002	246	0.01087209624202788
26493	246	0.004761406949872604
31464	246	0.0024297022099871507
32663	246	0.0007025643156069263
38019	246	0.00045512625731486286
38954	246	0.00020357030435627253
44919	246	0.012468632035828672
51314	246	0.00283713824695683
56584	246	0.0013932090979846487
59290	246	0.0015608798005402066
61934	246	0.0014060078826356069
65276	246	0.030165711290687923
67051	246	0.0006747000245039197
74543	246	0.00114686293969533
76319	246	0.0025461331544223515
77578	246	0.00019204269579414261
78977	246	0.001503277189776372
82243	246	8.811164542663808e-05
85146	246	0.0007143061055468489
85961	246	0.0007658220921935611
86842	246	0.0017579658757890903
6760	247	0.032712464606340926
11543	247	0.0009271775513131772
19918	247	0.0010131757683835344
28041	247	0.0016127658932381845
29604	247	0.0006308420072420894
32664	247	0.003660629085870044
34079	247	0.006225450574379346
51315	247	0.0017234417039817132
53940	247	0.0014260193918655237
59291	247	0.045395032279216395
61936	247	0.0009939554232651971
65277	247	0.00236997468158409
67052	247	0.004043168157357141
72683	247	0.01087209624202788
74544	247	0.004761406949872604
76320	247	0.0024297022099871507
77579	247	0.0007025643156069263
78978	247	0.00045512625731486286
85962	247	0.00020357030435627253
2731	248	0.032712464606340926
15188	248	0.0009271775513131772
16995	248	0.0010131757683835344
34081	248	0.0016127658932381845
53941	248	0.0006308420072420894
59293	248	0.003660629085870044
78979	248	0.006225450574379346
5455	249	0.032712464606340926
25006	249	0.0009271775513131772
26498	249	0.0010131757683835344
28043	249	0.0016127658932381845
29608	249	0.0006308420072420894
32667	249	0.003660629085870044
36083	249	0.006225450574379346
51320	249	0.0017234417039817132
53947	249	0.0014260193918655237
65278	249	0.045395032279216395
72687	249	0.0009939554232651971
77584	249	0.00236997468158409
78980	249	0.004043168157357141
81660	249	0.01087209624202788
85964	249	0.004761406949872604
86845	249	0.0024297022099871507
2734	250	0.032712464606340926
5456	250	0.0009271775513131772
6761	250	0.0010131757683835344
10979	250	0.0016127658932381845
11950	250	0.0006308420072420894
13703	250	0.003660629085870044
14436	250	0.006225450574379346
15193	250	0.0017234417039817132
17000	250	0.0014260193918655237
19921	250	0.045395032279216395
21081	250	0.0009939554232651971
22396	250	0.00236997468158409
23734	250	0.004043168157357141
25007	250	0.01087209624202788
26499	250	0.004761406949872604
28044	250	0.0024297022099871507
31466	250	0.0007025643156069263
32668	250	0.00045512625731486286
44921	250	0.00020357030435627253
51322	250	0.012468632035828672
59300	250	0.00283713824695683
61946	250	0.0013932090979846487
72689	250	0.0015608798005402066
76323	250	0.0014060078826356069
78981	250	0.030165711290687923
82248	250	0.0006747000245039197
85149	250	0.00114686293969533
86848	250	0.0025461331544223515
87874	250	0.00019204269579414261
4071	251	0.013818997265708547
6764	251	0.02005314063690871
11952	251	0.0020901310111165914
13704	251	0.0002621338700368222
19924	251	0.014758929477383338
22398	251	0.04282293485337836
31468	251	0.00435972111177396
36088	251	0.0006037214007048174
51328	251	0.00382965649100591
76326	251	0.003142978464222662
82252	251	0.001180583421408533
85151	251	0.004588063575325329
5457	252	0.013818997265708547
10226	252	0.02005314063690871
17006	252	0.0020901310111165914
25010	252	0.0002621338700368222
26501	252	0.014758929477383338
28047	252	0.04282293485337836
29613	252	0.00435972111177396
34090	252	0.0006037214007048174
38024	252	0.00382965649100591
56588	252	0.003142978464222662
57671	252	0.001180583421408533
61954	252	0.004588063575325329
65282	252	0.0007389187019468413
67057	252	0.0019024538571252238
72692	252	0.01832261791002139
74552	252	0.0029428554170592472
77588	252	0.010582027987276805
78982	252	0.0013913381979634273
80036	252	0.0008998955010795085
81189	252	0.006482595785498971
81664	252	0.001638414193812271
85966	252	0.001129299702451832
87877	252	0.00045047024220017795
89583	252	0.012346598375994245
2738	253	0.0018822595804255735
4073	253	0.0357937009828396
5458	253	0.004318245257273598
6765	253	0.001274928725838388
10981	253	0.016464015634463633
11953	253	0.0014412788960890478
13705	253	0.00026059589872599566
15200	253	0.049568042423746086
17009	253	0.0061602947365485775
19928	253	0.03819143966970781
21089	253	0.0024522833826109126
22401	253	0.0010099244830337503
28049	253	0.00016450068862219623
29615	253	0.04469527706795373
31470	253	0.03882884224897324
36092	253	0.001276036262116864
38026	253	0.0019982989359803175
44922	253	0.0011369940898909253
51330	253	0.03871814583558743
53954	253	0.002870311744061951
56589	253	0.02928707505112226
59306	253	0.006024129312060449
61956	253	0.0026353385271445265
65285	253	0.02298891835924057
67061	253	0.0014868925995711083
72696	253	0.012430294267897168
74556	253	0.0033970064423686597
78983	253	0.04480499036206053
80037	253	0.0006623575928471145
81665	253	0.0015557397255928048
82257	253	0.03597357324211587
83735	253	0.0007371304286215585
85152	253	0.03614949820429531
87879	253	0.0033964711257452253
2739	254	0.0018822595804255735
17012	254	0.0357937009828396
28053	254	0.004318245257273598
29617	254	0.001274928725838388
59309	254	0.016464015634463633
61960	254	0.0014412788960890478
67064	254	0.00026059589872599566
72699	254	0.049568042423746086
78985	254	0.0061602947365485775
82259	254	0.03819143966970781
9784	255	0.10741764490067725
36099	255	0.1731715401675088
44924	255	0.049977958755520954
81192	255	0.0008133656304669054
82260	255	0.005579996923110133
83739	255	0.021198006837870487
86854	255	0.08050383424929555
87882	255	0.005668553473896755
89587	255	0.006214105470322836
2740	256	0.10741764490067725
5461	256	0.1731715401675088
6768	256	0.049977958755520954
10229	256	0.0008133656304669054
11955	256	0.005579996923110133
15203	256	0.021198006837870487
17014	256	0.08050383424929555
19931	256	0.005668553473896755
21093	256	0.006214105470322836
22404	256	2.9642383469153256e-05
26506	256	0.1393966802815374
28054	256	0.06968228614705739
29618	256	0.03293952011428556
31472	256	0.052317491064950906
38028	256	0.10164226639130708
44925	256	0.015750373742093853
51338	256	0.07522359725214227
53961	256	0.06128562792339201
59312	256	0.04001999890282343
61963	256	0.08075890639013601
65287	256	0.005792662432957611
67066	256	0.14774333837469164
72702	256	0.006370654581672101
74558	256	0.08339851476546475
76330	256	0.00028041103042194415
78986	256	0.06098365688265232
81193	256	0.0559710116632097
85154	256	0.023585174103604424
2742	257	0.009036518549730824
5462	257	0.017110645290850053
6769	257	0.00016802269121755033
11956	257	0.023223990197195912
15206	257	0.008302669889613213
17018	257	0.011538783112223104
19936	257	0.0016699567165324835
22406	257	0.0013331573656542891
31473	257	0.008548970330695122
38030	257	0.011843034687789135
38963	257	0.015212703712240353
44926	257	0.012080143941038724
51340	257	0.00017220388364994814
59313	257	0.019130056584245835
61966	257	9.452049529110644e-05
85155	257	0.010330756017336153
90832	257	0.0088292916889039
5463	258	0.04293569038204672
6770	258	0.0366722053392764
25018	258	0.23204675761286903
26510	258	0.03410051071712886
28056	258	0.10978707057995554
29622	258	0.1581724791518991
31474	258	0.01058402668805547
32673	258	0.17371409421885234
56594	258	0.06617838352760892
59315	258	0.0715375371385881
72705	258	0.09054977857525112
76332	258	0.05388793698913615
78988	258	0.0639754359652035
80039	258	0.09108042728541885
85156	258	0.24062874609247575
85971	258	0.08482911434623565
2743	259	0.04293569038204672
5464	259	0.0366722053392764
6771	259	0.23204675761286903
11957	259	0.03410051071712886
19937	259	0.10978707057995554
22407	259	0.1581724791518991
25019	259	0.01058402668805547
26511	259	0.17371409421885234
28057	259	0.06617838352760892
29623	259	0.0715375371385881
31475	259	0.09054977857525112
34104	259	0.05388793698913615
36104	259	0.0639754359652035
38031	259	0.09108042728541885
44927	259	0.24062874609247575
51343	259	0.08482911434623565
53965	259	0.14512271299868956
56595	259	0.041581660835465904
57679	259	0.19257839152274062
61968	259	0.027794703249677363
65290	259	0.03993534525933068
67070	259	0.09143795726731022
72706	259	0.1384012846745664
74562	259	0.003137441824882995
76333	259	0.052663502357140284
78989	259	0.1672891036634226
81668	259	0.0707678350596178
82261	259	0.043094769158765575
85157	259	0.0148521146434503
85972	259	0.03660395335076485
86856	259	0.032876775443730674
2744	260	0.04605878056264769
5465	260	0.04186427985242715
6772	260	0.0057258699945528955
9189	260	0.01441368989144826
10983	260	0.0320536468026477
11958	260	0.02418959984314357
12752	260	0.03068629970750576
13708	260	0.011432157479365386
17021	260	0.037729559095234955
21099	260	0.002821595759988355
22408	260	2.524809203425734e-05
23742	260	0.012586949143439108
25020	260	0.004983431069584482
28058	260	0.04221050447179047
29624	260	0.02739823734841381
31476	260	0.022566253693225007
34105	260	0.015240881971781079
36105	260	0.006887226444516026
38032	260	0.00620469620837566
38965	260	0.003681873603380425
51344	260	0.06008155726271404
53966	260	0.05776347712757001
56596	260	0.05364523670058579
65291	260	0.05278777368398731
67071	260	0.026538979400150924
72709	260	0.03860124834740391
74564	260	0.008550033995856299
76334	260	0.02957733297013765
77591	260	0.028581745270256306
78990	260	0.035151629638161555
80040	260	0.004994477050075009
82263	260	0.00017091952435021525
85158	260	0.04092877800472343
85974	260	0.044662197789209795
89592	260	0.01977122430255114
25022	261	0.01043100143773266
28059	261	0.00033023616209081996
29625	261	0.022521762683739247
31477	261	0.0027140633672256835
32674	261	0.004661711508696745
38968	261	0.00489713719360519
44928	261	0.008015389276764765
51348	261	0.004002927706099964
65293	261	0.002992065114707567
67073	261	0.016690393709455475
5466	262	0.01043100143773266
6775	262	0.00033023616209081996
10230	262	0.022521762683739247
17030	262	0.0027140633672256835
19942	262	0.004661711508696745
21104	262	0.00489713719360519
25024	262	0.008015389276764765
26515	262	0.004002927706099964
29626	262	0.002992065114707567
36110	262	0.016690393709455475
57684	262	0.0020290791508020684
67074	262	0.004977268775213269
72711	262	0.0016840026234397156
74567	262	0.002442837378468288
78991	262	0.0017216274877991213
81194	262	0.00375819546144092
81671	262	0.0019214570378109088
82266	262	0.013554175377988267
86858	262	0.003027656772848403
87887	262	0.0017198322954309288
2747	263	0.01043100143773266
4079	263	0.00033023616209081996
6776	263	0.022521762683739247
9190	263	0.0027140633672256835
10985	263	0.004661711508696745
15218	263	0.00489713719360519
17031	263	0.008015389276764765
19943	263	0.004002927706099964
21105	263	0.002992065114707567
22411	263	0.016690393709455475
23745	263	0.0020290791508020684
25025	263	0.004977268775213269
26516	263	0.0016840026234397156
29627	263	0.002442837378468288
36112	263	0.0017216274877991213
38034	263	0.00375819546144092
44929	263	0.0019214570378109088
51350	263	0.013554175377988267
53973	263	0.003027656772848403
56599	263	0.0017198322954309288
59324	263	0.0015782244266598301
61977	263	0.004637335177689707
67076	263	0.003003262090612329
72713	263	0.0010403266139599164
78992	263	0.005869892167758591
80041	263	0.006210222183520275
82267	263	0.00019901576211223717
83742	263	0.0010817184366212272
5468	264	0.01043100143773266
6777	264	0.00033023616209081996
9191	264	0.022521762683739247
17032	264	0.0027140633672256835
22412	264	0.004661711508696745
28062	264	0.00489713719360519
31480	264	0.008015389276764765
32677	264	0.004002927706099964
38035	264	0.002992065114707567
38971	264	0.016690393709455475
65296	264	0.0020290791508020684
76337	264	0.004977268775213269
78993	264	0.0016840026234397156
86859	264	0.002442837378468288
2748	265	0.01043100143773266
4080	265	0.00033023616209081996
13709	265	0.022521762683739247
17033	265	0.0027140633672256835
19945	265	0.004661711508696745
72716	265	0.00489713719360519
74572	265	0.008015389276764765
76338	265	0.004002927706099964
2749	266	0.01043100143773266
4081	266	0.00033023616209081996
25026	266	0.022521762683739247
26518	266	0.0027140633672256835
28064	266	0.004661711508696745
29630	266	0.00489713719360519
59329	266	0.008015389276764765
65298	266	0.004002927706099964
67081	266	0.002992065114707567
72718	266	0.016690393709455475
74573	266	0.0020290791508020684
85976	266	0.004977268775213269
7301	267	0.0005460074325769586
49195	267	0.001612766239750644
60220	267	0.008892737941306529
65885	267	0.0012991799380621353
67803	267	0.006585563232831352
69327	267	0.004487460226512014
73216	267	0.007938147422480975
76769	267	0.002383858218128265
91314	267	0.002865929267840297
10401	268	0.0005460074325769586
15856	268	0.001612766239750644
21752	268	0.008892737941306529
52228	268	0.0012991799380621353
54939	268	0.006585563232831352
56941	268	0.004487460226512014
60222	268	0.007938147422480975
25	269	0.0005460074325769586
1340	269	0.001612766239750644
3198	269	0.008892737941306529
4558	269	0.0012991799380621353
9935	269	0.006585563232831352
11192	269	0.004487460226512014
12218	269	0.007938147422480975
13110	269	0.002383858218128265
14042	269	0.002865929267840297
15857	269	0.0015184203861487336
17843	269	0.003454454957874226
20444	269	0.00022485430459975053
21753	269	0.002114294137126185
22796	269	0.0013557406347104249
28584	269	1.9599429793430175e-05
30313	269	0.0025561910425047933
31889	269	0.001415014609985808
38368	269	0.00067245034398556
45169	269	0.00045832510490252676
46833	269	0.0040414317253698725
49202	269	0.0012424519212349782
54942	269	0.0021976353353977338
56942	269	0.005478283643304246
58182	269	0.0009753386198879718
60223	269	0.0011506155540137398
63036	269	0.0024487363312515925
65888	269	0.00025581910292847527
67805	269	0.002299149604773379
69331	269	0.0017579638462897787
71039	269	0.0017605972578666135
76770	269	0.003283897458995938
79350	269	0.003127510208457311
85449	269	0.0007837458098695564
90022	269	0.0014026328287811626
91317	269	0.0015087136358060036
13112	270	0.0005460074325769586
15859	270	0.001612766239750644
20446	270	0.008892737941306529
22798	270	0.0012991799380621353
33132	270	0.006585563232831352
36796	270	0.004487460226512014
38370	270	0.007938147422480975
45170	270	0.002383858218128265
49204	270	0.002865929267840297
54945	270	0.0015184203861487336
60225	270	0.003454454957874226
71044	270	0.00022485430459975053
76772	270	0.002114294137126185
91318	270	0.0013557406347104249
27	271	0.0005460074325769586
5913	271	0.001612766239750644
25526	271	0.008892737941306529
31892	271	0.0012991799380621353
46835	271	0.006585563232831352
75081	271	0.004487460226512014
85450	271	0.007938147422480975
88276	271	0.002383858218128265
90024	271	0.002865929267840297
261	272	0.002846769822596003
1565	272	0.00029371020450482527
25714	272	0.002728644077583647
27229	272	0.00031988593250212283
28793	272	0.0009596917490039409
30587	272	0.003676838890413103
32044	272	0.000831035243511797
33314	272	0.0004885906419460637
47290	272	0.00014220487487306136
49713	272	0.0005494464445834744
52604	272	0.00021221273401263397
55348	272	0.0011266092173227377
66143	272	0.0025620012156636757
68120	272	0.00010779070178022932
69688	272	0.0006271943384458684
264	273	0.002846769822596003
1568	273	0.00029371020450482527
3390	273	0.002728644077583647
4767	273	0.00031988593250212283
6085	273	0.0009596917490039409
8603	273	0.003676838890413103
18146	273	0.000831035243511797
25716	273	0.0004885906419460637
27231	273	0.00014220487487306136
28794	273	0.0005494464445834744
30588	273	0.00021221273401263397
47291	273	0.0011266092173227377
49714	273	0.0025620012156636757
52606	273	0.00010779070178022932
55350	273	0.0006271943384458684
63458	273	0.0072847486145851395
66144	273	0.00028409459008429163
68122	273	0.0014031788019921675
69689	273	0.0005598810386551534
71412	273	0.002225609842284083
78296	273	0.0015135108606865613
79489	273	0.001219400891156803
