time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2023-02-07T06:02:55.567	2.175	37.257	37.402	22991.350	0.695	0.405	-0.200	555	9.662
2023-02-07T06:03:01.506	2.716	37.139	37.327	24582.790	0.880	0.368	0.069	556	12.155
2023-02-07T06:04:41.577	1.982	37.074	37.420	14834.798	0.381	0.618	-0.011	557	8.934
2023-02-07T06:05:20.011	3.275	37.347	37.698	31000.000	0.858	0.490	0.118	558	20.099
2023-02-07T06:06:44.128	3.260	37.410	37.530	48.037	0.807	0.353	0.114	559	16.003
2023-02-07T06:07:36.898	3.423	37.216	37.638	0.000	0.975	0.504	-0.033	560	17.047
2023-02-07T06:07:59.858	2.886	37.225	37.518	7497.458	0.405	0.436	-0.046	561	20.213
2023-02-07T06:09:00.315	2.920	37.702	37.927	0.000	0.752	0.405	0.119	562	20.663
2023-02-07T06:11:47.431	3.634	37.373	38.024	11.142	0.862	0.495	-0.144	563	29.153
2023-02-07T06:12:46.264	2.525	37.161	37.342	0.000	0.666	0.536	0.039	564	7.280
2023-02-07T06:13:53.430	4.123	37.660	38.025	29175.317	0.565	0.447	0.387	565	41.236
2023-02-07T06:15:20.071	4.271	38.226	38.240	12266.814	0.582	0.482	0.380	566	46.000
2023-02-07T07:58:27.254	3.094	37.263	38.238	8781.532	0.724	0.419	-0.306	567	42.892
2023-02-07T07:58:55.425	2.735	36.996	37.392	0.000	0.604	0.474	0.171	568	10.791
2023-02-07T08:00:21.199	3.578	37.244	37.670	0.000	0.614	0.517	0.233	569	17.116
2023-02-07T08:00:33.061	3.337	36.813	37.847	31000.000	0.909	0.470	-0.078	570	15.941
2023-02-07T08:02:18.577	3.063	37.076	37.359	0.000	0.530	0.501	0.001	571	19.849
2023-02-07T22:00:55.619	2.673	37.104	37.471	24585.762	0.609	0.343	-0.064	572	7.526
2023-02-07T22:01:09.371	3.105	37.344	37.451	0.000	0.693	0.501	-0.233	573	11.774
2023-02-07T22:01:36.380	3.044	37.306	37.600	13.765	0.755	0.433	-0.089	574	9.003
2023-02-07T22:01:42.766	2.614	37.059	37.464	30446.199	0.754	0.471	-0.044	575	15.954
2023-02-07T22:02:06.108	2.810	37.347	37.615	5560.663	0.502	0.430	0.105	576	35.989
2023-02-07T22:03:38.739	2.567	36.935	37.303	3684.582	0.440	0.435	-0.004	577	23.506
2023-02-07T22:04:14.498	3.044	37.499	37.175	28432.120	0.667	0.402	0.002	578	9.423
2023-02-07T22:05:52.175	2.373	37.163	37.521	9773.060	0.365	0.371	0.037	579	22.372
2023-02-07T22:06:24.476	3.029	37.549	38.004	13763.175	0.536	0.414	-0.006	580	35.542
2023-02-07T22:07:55.183	3.950	36.561	38.072	15935.658	0.503	0.392	0.373	581	53.354
2023-02-07T22:09:51.370	2.250	37.075	37.369	16547.375	0.548	0.442	-0.330	582	13.546
2023-02-07T22:10:26.669	3.438	36.602	38.071	17671.331	0.566	0.469	-0.016	583	34.259
2023-02-07T22:11:04.548	3.435	37.181	37.436	5617.819	0.567	0.481	0.119	584	30.585
2023-02-07T22:11:12.108	3.879	36.977	37.205	1.525	0.591	0.430	-0.046	585	26.391
2023-02-07T06:17:56.990	3.256	37.123	37.562	0.000	0.598	0.217	0.047	586	5.645
2023-02-07T06:18:09.091	3.632	37.286	37.417	0.000	0.711	0.393	0.293	587	10.492
2023-02-07T06:18:25.605	2.647	37.225	37.709	26501.485	0.604	0.360	-0.048	588	8.154
2023-02-07T06:19:00.783	3.732	37.600	37.099	30610.413	0.606	0.375	0.084	589	8.206
2023-02-07T06:19:50.728	2.686	37.055	37.636	13663.716	0.751	0.428	-0.010	590	8.801
2023-02-07T06:20:14.723	3.652	37.278	37.403	25069.980	0.470	0.402	0.066	591	10.422
2023-02-07T06:20:34.359	2.760	37.190	37.533	0.000	0.608	0.424	0.216	592	9.895
2023-02-07T06:22:55.894	3.188	36.544	37.962	0.000	0.692	0.515	-0.067	593	16.468
2023-02-07T09:50:33.937	3.020	37.443	37.635	10508.006	0.898	0.451	0.020	594	33.588
2023-02-07T09:50:40.391	2.861	37.356	37.748	23660.490	0.475	0.432	-0.042	595	11.017
2023-02-07T09:50:59.099	2.411	37.277	37.444	16112.959	0.604	0.431	0.013	596	17.856
2023-02-07T09:51:15.991	2.999	36.651	38.091	0.000	0.497	0.460	0.035	597	17.040
2023-02-07T09:51:44.458	3.348	37.281	37.615	5807.499	0.476	0.365	-0.051	598	24.399
2023-02-07T09:51:52.541	3.214	37.637	37.990	0.000	0.608	0.464	0.002	599	17.254
2023-02-07T06:24:18.775	2.625	36.735	36.808	60.143	0.722	0.325	-0.046	600	6.651
2023-02-07T09:53:31.398	4.000	36.408	38.139	23388.387	0.575	0.431	0.096	601	47.377
2023-02-07T18:20:14.323	2.966	37.421	37.478	26634.955	0.787	0.286	-0.127	602	8.577
2023-02-07T18:21:04.012	3.498	37.434	37.901	31000.000	0.713	0.347	-0.004	603	36.514
2023-02-07T18:21:22.013	2.808	37.118	37.559	31000.000	0.758	0.364	-0.078	604	11.782
2023-02-07T18:21:54.880	2.663	37.142	37.255	23632.307	0.617	0.535	0.718	605	11.440
2023-02-07T18:22:08.704	2.832	37.324	37.594	0.000	0.762	0.469	0.275	606	34.022
2023-02-07T18:23:08.748	2.864	37.135	37.562	106.413	0.544	0.493	0.375	607	15.561
2023-02-07T18:23:15.080	2.957	36.980	37.627	0.000	0.919	0.372	0.372	608	17.330
2023-02-07T18:23:34.126	2.263	37.055	37.532	31000.000	0.480	0.507	0.179	609	7.579
2023-02-07T18:23:51.963	3.158	36.549	38.049	878.867	0.610	0.452	-0.091	610	23.151
2023-02-07T18:26:47.768	2.253	37.249	37.431	22267.616	0.594	0.610	-0.066	611	13.775
2023-02-07T18:26:55.746	2.965	37.073	37.450	485.673	0.647	0.390	-0.113	612	7.958
2023-02-07T18:27:11.694	2.713	36.978	37.889	0.000	0.662	0.391	0.142	613	16.393
2023-02-07T18:27:38.269	3.078	36.609	38.094	0.000	0.661	0.496	0.499	614	30.210
2023-02-07T18:28:21.343	3.446	37.264	37.619	0.000	0.774	0.336	-0.211	615	40.390
2023-02-07T18:28:28.719	1.965	37.088	37.601	10.206	0.688	0.474	0.082	616	10.992
2023-02-07T18:28:46.871	3.210	37.344	37.357	21103.452	0.466	0.626	0.127	617	10.797
2023-02-07T18:29:08.360	3.298	37.614	37.979	0.000	0.802	0.440	0.227	618	26.588
2023-02-07T18:29:49.811	2.330	37.247	37.495	0.000	0.703	0.611	0.599	619	21.425
2023-02-07T06:26:12.462	3.927	36.883	37.340	5258.467	0.500	0.423	-0.022	620	27.730
2023-02-07T09:54:59.024	3.353	38.030	38.186	0.000	0.615	0.502	-0.264	621	24.905
2023-02-07T08:03:28.972	3.244	36.965	37.162	0.000	0.506	0.436	0.054	622	25.156
2023-02-07T08:04:26.654	2.794	37.487	37.485	16820.289	0.537	0.673	-0.182	623	8.354
2023-02-07T08:05:37.619	3.099	36.958	37.408	2001.078	0.518	0.484	-0.055	624	27.799
2023-02-07T08:06:27.597	2.962	37.196	37.418	13376.488	0.545	0.429	-0.152	625	11.650
2023-02-07T08:07:09.316	3.171	37.387	38.020	0.000	0.750	0.433	0.144	626	26.094
2023-02-07T08:08:50.289	3.753	37.164	38.090	20514.895	0.599	0.476	0.060	627	40.808
2023-02-07T06:28:50.276	2.682	37.601	37.974	0.000	0.652	0.320	-0.664	628	23.405
2023-02-07T06:29:13.640	3.187	37.639	37.990	0.000	0.717	0.505	0.020	629	31.948
2023-02-07T06:31:09.319	2.555	37.133	37.456	3016.824	0.309	0.571	0.010	630	10.705
2023-02-07T06:31:37.129	3.695	37.531	38.281	24561.552	0.758	0.442	0.150	631	28.494
2023-02-07T06:31:45.086	3.365	36.804	37.267	0.000	0.347	0.467	0.079	632	19.874
2023-02-07T22:12:15.110	3.233	36.700	37.156	0.000	0.500	0.442	0.060	633	33.861
2023-02-07T22:12:39.006	2.943	37.350	37.559	0.000	0.867	0.278	0.288	634	11.203
2023-02-07T22:13:22.221	2.152	36.931	37.164	0.000	0.513	0.588	0.535	635	15.692
2023-02-07T22:13:52.573	2.759	36.978	37.392	7461.823	0.845	0.587	0.236	636	18.226
2023-02-07T22:14:02.402	3.319	37.235	37.373	9457.554	0.956	0.459	0.259	637	16.634
2023-02-07T22:15:35.648	3.116	37.286	38.070	375.490	0.805	0.421	0.047	638	39.825
2023-02-07T22:16:20.524	2.375	37.118	37.331	26203.934	0.669	0.436	-0.046	639	13.680
2023-02-07T22:16:48.672	2.610	37.142	37.520	0.000	0.609	0.350	0.169	640	17.549
2023-02-07T22:17:01.975	3.259	37.114	37.372	26142.018	0.512	0.366	0.093	641	7.977
2023-02-07T22:17:22.762	2.782	37.349	37.541	31000.000	0.619	0.434	0.531	642	16.495
2023-02-07T22:17:36.109	2.140	37.288	37.624	12.067	0.646	0.469	0.012	643	7.183
2023-02-07T22:17:44.669	2.931	37.285	37.566	4.203	0.640	0.270	0.037	644	7.113
2023-02-07T22:17:49.791	2.530	37.221	37.512	20862.507	0.758	0.507	0.042	645	10.167
2023-02-07T14:59:29.297	2.628	37.276	37.634	0.000	0.580	0.568	-0.550	646	15.914
2023-02-07T14:59:43.500	2.643	37.143	37.409	4792.045	0.534	0.506	0.185	647	27.982
2023-02-07T15:00:36.272	2.904	36.582	38.040	5211.270	0.604	0.360	0.075	648	25.062
2023-02-07T15:01:36.673	2.812	37.250	37.497	0.000	0.656	0.461	0.010	649	9.223
2023-02-07T15:02:51.324	2.326	37.082	37.507	4903.726	0.576	0.426	0.048	650	19.814
2023-02-07T15:03:38.486	2.321	37.165	37.430	10802.258	0.752	0.540	0.096	651	20.054
2023-02-07T15:05:08.457	2.965	37.314	37.500	0.000	0.745	0.391	-0.088	652	9.958
2023-02-07T15:05:13.625	2.253	37.330	37.599	0.000	0.674	0.482	0.197	653	27.422
2023-02-07T15:05:55.407	2.757	37.022	37.468	19963.566	0.663	0.554	0.195	654	17.797
2023-02-07T15:06:03.446	2.045	37.196	37.490	5516.616	0.343	0.450	0.005	655	16.903
2023-02-07T15:06:52.819	3.523	37.129	38.086	15247.272	0.539	0.439	-0.197	656	39.751
2023-02-07T15:07:51.305	2.848	37.165	38.028	31000.000	0.814	0.395	-0.066	657	27.611
2023-02-07T15:08:39.725	2.751	37.231	37.637	0.000	0.812	0.488	-0.003	658	21.019
2023-02-07T15:09:05.612	2.884	36.893	37.361	0.000	0.860	0.523	0.338	659	23.275
2023-02-07T15:10:47.478	2.761	37.371	37.584	21077.553	0.778	0.352	-0.080	660	25.234
2023-02-07T15:12:38.677	3.086	36.958	37.428	31000.000	0.647	0.506	-0.362	661	38.728
2023-02-07T15:13:00.556	2.123	37.070	37.418	8841.749	0.380	0.464	0.106	662	10.272
2023-02-07T15:13:58.778	2.812	37.052	37.334	0.000	0.606	0.604	0.118	663	23.306
2023-02-07T15:14:36.473	2.884	36.968	37.398	6265.286	0.427	0.449	0.051	664	17.695
2023-02-07T15:15:20.523	2.568	37.545	37.161	0.000	0.759	0.402	0.293	665	12.811
2023-02-07T15:16:37.161	2.432	37.203	37.583	16493.736	0.635	0.444	0.028	666	12.165
2023-02-07T15:16:53.270	2.492	37.116	37.481	0.000	0.708	0.448	0.217	667	22.304
2023-02-07T15:18:09.767	2.586	36.830	37.380	5756.139	0.623	0.397	0.138	668	14.139
2023-02-07T15:18:36.354	2.762	37.221	37.535	8056.438	0.439	0.502	-0.041	669	26.200
2023-02-07T15:19:07.547	2.740	37.646	37.965	10234.081	0.584	0.497	0.008	670	17.698
2023-02-07T15:19:16.756	2.682	37.408	37.732	0.000	0.759	0.455	0.162	671	10.261
2023-02-07T06:34:19.237	3.094	37.271	37.629	0.000	0.714	0.447	0.119	672	18.831
2023-02-07T06:34:58.361	2.365	37.085	37.537	9320.725	0.612	0.682	-0.304	673	15.395
2023-02-07T06:35:18.756	3.385	37.075	37.385	0.000	0.818	0.357	-0.434	674	24.020
2023-02-07T15:20:02.056	3.657	37.938	38.220	24950.685	0.617	0.435	-0.644	675	65.000
2023-02-07T18:30:12.700	3.204	37.361	37.834	31000.000	0.783	0.346	0.642	676	32.916
2023-02-07T18:30:29.157	2.603	37.358	37.489	0.000	0.551	0.463	0.279	677	7.034
2023-02-07T18:31:17.834	2.993	37.297	37.399	0.000	0.849	0.391	-0.327	678	12.978
2023-02-07T18:32:19.768	2.444	37.213	37.507	10004.538	0.436	0.388	-0.077	679	14.031
2023-02-07T18:32:55.569	3.278	37.330	37.497	0.000	0.816	0.358	0.022	680	11.568
2023-02-07T18:33:39.682	2.779	37.261	37.466	4890.737	0.755	0.513	-0.105	681	7.524
2023-02-07T18:34:22.804	3.392	37.260	37.660	23281.732	0.834	0.383	0.200	682	20.652
2023-02-07T18:34:28.289	3.484	37.207	37.985	274.419	0.646	0.408	0.084	683	12.956
2023-02-07T08:11:16.167	3.435	37.070	37.676	0.000	0.701	0.502	-0.400	684	9.894
2023-02-07T08:11:25.874	3.191	37.193	37.505	0.000	0.583	0.419	-0.080	685	11.950
2023-02-07T08:11:30.785	2.991	37.080	37.572	20470.038	0.234	0.479	0.021	686	7.196
2023-02-07T08:13:14.073	3.957	37.599	37.997	19350.192	0.499	0.405	0.059	687	24.308
2023-02-07T08:13:15.615	3.869	37.559	38.036	16944.869	0.567	0.360	0.081	688	13.792
2023-02-07T09:57:34.382	3.151	36.997	37.700	0.000	0.683	0.460	0.260	689	11.381
2023-02-07T09:57:44.794	2.530	37.215	37.519	0.000	0.676	0.519	0.357	690	8.208
2023-02-07T09:58:10.043	2.931	36.964	37.422	9361.741	0.251	0.390	-0.029	691	22.268
2023-02-07T09:58:49.521	3.208	36.867	37.250	0.000	0.645	0.436	-0.293	692	30.930
2023-02-07T09:59:39.931	2.788	37.199	37.418	18282.323	0.526	0.482	-0.110	693	14.434
2023-02-07T10:00:48.509	3.207	37.730	37.772	11079.624	0.574	0.404	0.097	694	35.983
2023-02-07T15:21:54.830	3.284	37.190	37.538	4169.190	0.614	0.289	-0.007	695	9.210
2023-02-07T15:22:04.424	2.828	37.090	37.678	25747.596	0.782	0.278	0.037	696	10.948
2023-02-07T15:22:14.829	2.896	36.976	37.432	6224.442	0.342	0.420	-0.039	697	16.252
2023-02-07T08:16:00.829	3.045	37.462	37.508	19553.417	0.621	0.495	-0.127	698	10.076
2023-02-07T08:16:12.413	2.993	37.362	37.909	792.025	0.650	0.503	0.028	699	8.995
2023-02-07T06:37:33.295	3.102	36.938	37.312	28826.898	0.683	0.460	-0.098	700	13.675
2023-02-07T06:38:02.252	2.956	37.177	37.461	9049.928	0.597	0.521	0.096	701	11.620
2023-02-07T06:38:08.369	2.847	37.071	37.312	0.000	0.819	0.514	0.024	702	14.471
2023-02-07T10:02:29.030	2.811	37.501	37.732	30223.196	0.713	0.485	-0.823	703	38.262
2023-02-07T10:03:16.662	3.757	36.579	38.030	16322.212	0.538	0.467	0.203	704	35.259
2023-02-07T10:03:53.211	3.713	37.287	38.031	0.000	0.736	0.377	-0.007	705	13.349
2023-02-07T10:04:25.342	2.802	37.192	37.462	9594.315	0.417	0.546	0.149	706	12.571
2023-02-07T08:18:08.929	3.689	37.772	37.624	20572.618	0.638	0.544	0.050	707	11.040
2023-02-07T10:05:35.337	3.904	37.256	38.040	20677.949	0.665	0.430	0.128	708	44.542
2023-02-07T10:07:17.615	4.090	37.223	37.493	14955.115	0.627	0.437	0.903	709	60.000
2023-02-07T13:08:36.149	2.396	37.203	37.536	8147.569	0.481	0.447	-0.394	710	24.817
2023-02-07T13:08:49.545	3.286	36.574	38.075	11101.332	0.726	0.400	0.036	711	32.076
2023-02-07T13:09:59.319	2.041	37.010	37.369	0.000	0.753	0.500	-0.051	712	9.560
2023-02-07T13:11:35.130	3.063	36.680	37.890	433.126	0.775	0.428	-0.001	713	28.760
2023-02-07T13:12:14.007	2.919	36.728	37.213	0.000	0.620	0.418	0.057	714	32.263
2023-02-07T13:15:19.694	2.644	37.095	37.910	31000.000	0.802	0.459	-0.403	715	40.910
2023-02-07T13:15:47.313	2.739	37.072	37.733	0.000	0.831	0.444	-0.183	716	16.481
2023-02-07T13:15:54.204	3.020	37.362	37.633	0.000	0.718	0.511	-0.002	717	13.896
2023-02-07T13:16:03.152	3.136	37.198	37.452	0.000	0.630	0.480	-0.054	718	9.180
2023-02-07T13:17:02.945	2.262	37.149	37.600	3763.975	0.715	0.516	-0.273	719	7.701
2023-02-07T13:17:36.289	3.337	37.114	37.641	0.000	0.583	0.435	0.104	720	9.427
2023-02-07T13:19:39.354	2.425	37.148	37.514	7193.122	0.723	0.583	0.097	721	21.481
2023-02-07T13:19:45.258	3.104	37.264	37.549	0.000	0.277	0.418	-0.045	722	7.982
2023-02-07T13:19:53.243	2.951	37.259	37.413	0.000	0.484	0.193	0.037	723	7.392
2023-02-07T13:21:21.553	2.400	37.303	37.586	4629.332	0.435	0.402	0.014	724	22.373
2023-02-07T13:21:52.891	2.420	37.068	37.350	0.000	0.633	0.542	0.105	725	16.217
2023-02-07T13:22:19.593	2.557	36.940	37.439	9196.150	0.482	0.459	-0.120	726	23.086
2023-02-07T06:39:12.287	3.385	37.483	37.850	29060.619	0.734	0.474	-0.023	727	34.779
2023-02-07T06:39:10.658	3.553	37.848	38.178	23976.804	0.688	0.489	0.073	728	36.433
2023-02-07T06:40:05.773	3.226	37.374	37.653	0.000	0.492	0.488	0.122	729	15.176
2023-02-07T06:40:53.333	4.604	36.486	38.046	16233.153	0.411	0.412	-0.036	730	33.193
2023-02-07T08:19:50.991	3.318	37.501	38.011	0.000	0.728	0.442	-0.017	731	49.611
2023-02-07T08:20:26.555	3.658	37.418	37.862	6323.113	0.959	0.423	0.177	732	28.323
2023-02-07T08:20:32.353	3.752	37.496	37.927	0.000	0.661	0.511	0.017	733	16.969
2023-02-07T22:18:52.278	3.720	38.145	38.241	8118.028	0.537	0.474	0.704	734	66.641
2023-02-07T22:20:02.030	3.615	37.790	38.121	37.178	0.705	0.401	0.094	735	27.668
2023-02-07T22:21:05.999	2.517	37.210	37.515	25690.666	0.775	0.541	0.116	736	16.950
2023-02-07T22:21:32.182	3.268	37.288	37.193	31000.000	0.520	0.499	-0.223	737	9.588
2023-02-07T22:22:00.401	2.782	37.043	37.878	12499.937	0.431	0.424	-0.041	738	11.962
2023-02-07T22:23:32.732	2.669	37.207	37.540	17158.929	0.278	0.519	0.076	739	7.392
2023-02-07T22:23:34.422	2.684	37.116	37.534	29419.509	0.635	0.421	-0.074	740	12.199
2023-02-07T22:24:20.443	3.580	36.620	37.887	12531.660	0.664	0.429	0.160	741	43.732
2023-02-07T10:09:18.465	3.149	37.405	38.157	26705.926	0.606	0.461	-0.011	742	20.839
2023-02-07T10:09:46.593	2.739	36.826	37.341	0.000	0.543	0.376	0.014	743	17.802
2023-02-07T10:11:01.705	3.317	36.938	37.148	0.000	0.312	0.429	0.007	744	17.494
2023-02-07T06:43:53.150	3.178	37.482	37.765	0.000	0.760	0.405	-0.334	745	23.856
2023-02-07T06:44:20.011	3.392	37.163	37.487	820.851	0.635	0.438	0.031	746	24.423
2023-02-07T08:22:45.090	2.256	37.146	37.397	0.000	0.444	0.624	0.010	747	16.377
2023-02-07T08:24:47.238	2.723	37.381	37.243	19614.320	0.270	0.333	0.072	748	7.107
2023-02-07T08:25:45.858	4.528	37.591	38.011	21998.155	0.591	0.443	-0.023	749	49.000
2023-02-07T06:46:11.067	3.073	37.134	37.447	4420.126	0.443	0.231	0.026	750	16.772
2023-02-07T06:46:09.351	2.250	37.149	37.690	0.000	0.412	0.373	-0.011	751	7.533
2023-02-07T06:46:56.657	3.719	37.548	38.064	14774.494	0.720	0.478	-0.026	752	43.648
2023-02-07T06:47:37.047	3.468	37.706	37.789	1238.720	0.670	0.414	-0.055	753	26.241
2023-02-07T06:48:50.724	4.750	37.679	38.363	31000.000	0.912	0.495	0.012	754	48.000
2023-02-07T10:11:44.178	3.578	38.553	38.119	0.000	0.644	0.454	0.188	755	68.092
2023-02-07T10:15:14.100	3.500	37.448	37.865	31000.000	0.340	0.537	-0.001	756	6.913
2023-02-07T10:15:00.813	3.994	38.544	38.119	15892.830	0.547	0.387	0.305	757	42.954
2023-02-07T08:32:07.204	4.257	37.645	37.990	13561.943	0.673	0.446	0.031	758	30.672
2023-02-07T15:23:19.262	2.965	37.171	37.498	5651.386	0.613	0.448	0.084	759	47.400
2023-02-07T15:26:01.230	3.429	36.994	37.512	0.000	0.568	0.470	-0.442	760	31.845
2023-02-07T15:26:12.650	2.820	37.095	37.346	14884.270	0.723	0.613	-0.175	761	16.365
2023-02-07T15:26:19.672	3.015	37.232	37.465	31000.000	0.502	0.383	-0.115	762	11.212
2023-02-07T15:27:04.963	2.882	38.443	38.099	7636.326	0.670	0.373	-0.033	763	27.201
2023-02-07T15:28:25.243	2.856	36.973	37.197	0.000	0.564	0.438	0.054	764	39.753
2023-02-07T15:30:33.576	3.104	36.665	37.858	20296.026	0.516	0.404	0.372	765	29.005
2023-02-07T15:31:28.952	4.971	37.058	37.356	14240.969	0.458	0.434	0.142	766	51.428
2023-02-07T15:34:14.502	3.319	37.724	37.807	0.000	0.709	0.338	0.048	767	24.402
2023-02-07T06:52:22.288	3.141	37.191	37.467	11637.244	0.631	0.429	0.031	768	8.611
2023-02-07T06:53:07.480	2.673	37.275	37.591	0.000	0.663	0.572	0.003	769	18.990
2023-02-07T06:53:34.321	3.003	36.839	37.366	0.000	0.613	0.377	-0.112	770	15.390
2023-02-07T06:55:02.679	2.544	37.141	37.454	31000.000	0.553	0.556	-0.585	771	9.744
2023-02-07T06:55:10.002	3.115	37.794	38.362	1538.481	0.649	0.387	-0.479	772	20.975
2023-02-07T10:24:45.352	3.119	37.246	37.472	31000.000	0.680	0.450	-0.446	773	13.030
2023-02-07T10:27:00.694	2.689	37.073	37.341	0.000	0.362	0.454	0.154	774	22.593
2023-02-07T10:27:27.340	3.366	37.282	37.360	31000.000	0.679	0.355	-0.641	775	13.303
2023-02-07T10:27:29.897	4.414	37.320	37.868	0.000	0.759	0.497	0.175	776	8.479
2023-02-07T10:27:46.350	3.596	37.276	37.481	24613.447	0.718	0.433	0.160	777	13.951
2023-02-07T06:56:07.372	3.619	36.997	37.763	31000.000	0.761	0.488	0.395	778	40.668
2023-02-07T10:28:50.383	3.605	37.302	37.601	0.000	0.524	0.454	0.071	779	23.708
2023-02-07T10:29:28.121	2.355	37.009	37.295	1567.969	0.466	0.428	-0.002	780	10.000
2023-02-07T07:04:17.649	3.206	37.235	37.898	25326.678	0.738	0.466	0.008	781	14.813
2023-02-07T22:25:21.439	3.438	36.612	37.881	0.000	0.589	0.366	-0.024	782	27.801
2023-02-07T22:25:59.435	3.007	37.120	37.722	15180.753	0.597	0.414	-0.240	783	18.571
2023-02-07T22:26:55.187	2.494	37.088	37.493	7679.364	0.529	0.521	0.046	784	24.073
2023-02-07T22:26:58.676	3.103	36.461	38.028	13800.679	0.686	0.460	0.045	785	25.141
2023-02-07T22:27:33.968	3.266	36.507	38.067	289.555	0.640	0.429	-0.054	786	24.841
2023-02-07T22:29:34.216	2.227	37.061	37.456	31000.000	0.581	0.528	-0.125	787	14.685
2023-02-07T22:30:09.529	2.468	37.120	37.517	0.000	0.392	0.539	0.065	788	23.783
2023-02-07T22:30:43.999	3.626	37.754	38.108	17195.470	0.659	0.390	-0.014	789	48.171
2023-02-07T22:31:56.546	3.073	36.981	37.444	5787.507	0.438	0.396	-0.064	790	37.631
2023-02-07T22:32:49.622	3.806	36.454	38.043	18958.068	0.471	0.408	0.128	791	43.642
2023-02-07T08:35:39.924	2.955	37.526	37.711	31000.000	0.795	0.400	0.070	792	18.248
2023-02-07T08:36:50.518	3.133	37.301	37.542	13914.498	0.288	0.191	-0.028	793	5.997
2023-02-07T08:37:18.919	3.555	37.225	37.530	0.000	0.692	0.523	-0.252	794	11.007
2023-02-07T08:37:34.093	3.241	37.226	37.754	31000.000	0.829	0.555	0.142	795	23.028
2023-02-07T08:38:42.462	3.196	37.372	37.464	31000.000	0.947	0.469	0.708	796	9.494
2023-02-07T08:40:30.272	3.162	37.201	37.561	0.000	0.541	0.422	0.381	797	18.127
2023-02-07T08:41:04.799	2.658	37.262	37.512	13126.602	0.564	0.594	-0.039	798	10.210
2023-02-07T08:41:57.151	2.430	37.180	37.498	0.000	0.485	0.558	0.233	799	16.966
2023-02-07T08:42:30.268	2.344	36.790	37.319	0.000	0.262	0.407	0.063	800	14.828
2023-02-07T08:43:27.603	3.669	36.594	38.004	0.000	0.646	0.431	0.025	801	32.637
2023-02-07T07:06:03.292	2.256	37.070	37.556	14729.793	0.536	0.726	-0.076	802	7.703
2023-02-07T07:06:27.429	2.830	37.170	37.511	0.000	0.581	0.442	0.098	803	26.608
2023-02-07T07:07:10.959	2.785	37.140	37.390	21289.906	0.553	0.275	0.026	804	9.071
2023-02-07T07:07:32.475	3.255	37.160	37.683	14685.606	0.450	0.596	-0.094	805	8.088
2023-02-07T07:08:32.719	3.192	37.103	37.527	0.000	0.698	0.499	0.328	806	21.301
2023-02-07T07:08:49.897	2.534	37.219	37.447	29078.431	0.523	0.598	0.136	807	11.851
2023-02-07T07:09:28.011	2.772	37.223	37.509	0.000	0.412	0.650	0.075	808	6.700
2023-02-07T07:09:47.051	2.632	37.324	37.731	31000.000	0.592	0.564	-0.022	809	13.251
2023-02-07T10:30:11.437	3.568	37.859	38.123	12703.046	0.797	0.400	0.125	810	33.115
2023-02-07T10:31:52.540	2.539	37.152	37.465	7999.515	0.439	0.466	-0.080	811	19.113
2023-02-07T10:32:28.579	2.981	36.973	37.259	9521.008	0.304	0.423	-0.022	812	29.932
2023-02-07T10:33:13.802	2.705	37.184	37.477	14898.723	0.830	0.493	-0.143	813	10.978
2023-02-07T10:33:54.037	2.579	37.144	37.382	24567.701	0.746	0.610	-0.173	814	12.578
2023-02-07T10:34:04.547	2.669	37.271	37.414	16182.826	0.721	0.352	0.106	815	11.650
2023-02-07T07:11:24.977	4.798	37.729	37.992	31000.000	0.530	0.278	-0.061	816	8.921
2023-02-07T08:46:08.394	3.477	37.082	37.895	0.000	0.786	0.528	-0.742	817	42.041
2023-02-07T08:46:18.071	2.902	37.200	37.508	15560.981	0.451	0.533	-0.048	818	11.681
2023-02-07T08:46:56.905	3.067	37.203	37.515	0.000	0.700	0.464	0.128	819	30.806
2023-02-07T07:26:33.623	4.478	37.747	38.159	23558.785	0.643	0.445	-0.085	820	39.956
2023-02-07T13:25:08.320	2.525	37.239	37.407	31000.000	0.666	0.535	-0.003	821	14.285
2023-02-07T13:25:50.364	2.982	37.404	37.539	31000.000	0.614	0.640	-0.184	822	12.044
2023-02-07T13:25:50.485	3.012	37.251	38.310	6620.368	0.895	0.353	0.164	823	15.002
2023-02-07T13:26:04.265	2.797	36.943	37.801	62.223	0.970	0.409	0.117	824	10.294
2023-02-07T13:26:45.135	2.411	37.021	37.332	0.000	0.461	0.650	-0.033	825	8.730
2023-02-07T13:27:26.407	3.067	36.841	37.315	0.000	0.841	0.524	-0.195	826	31.684
2023-02-07T07:29:40.392	2.805	37.195	37.497	0.000	0.528	0.506	0.090	827	23.962
2023-02-07T13:27:58.037	3.434	37.214	37.625	0.000	0.560	0.440	-0.052	828	12.105
2023-02-07T13:30:45.101	2.147	37.079	37.446	13989.826	0.523	0.328	-0.003	829	12.941
2023-02-07T13:31:18.229	2.641	37.186	37.752	29548.745	0.652	0.416	-0.192	830	17.237
2023-02-07T13:31:25.321	2.186	37.128	37.432	15539.568	0.607	0.532	-0.003	831	13.626
2023-02-07T13:31:43.512	2.287	37.340	37.630	0.000	0.440	0.541	0.104	832	14.628
