time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2023-02-07T14:55:18.091	3.280	36.659	37.907	1529.281	0.642	0.426	-0.020	277	33.237
2023-02-07T14:56:11.533	2.551	37.189	37.527	0.000	0.682	0.557	0.169	278	18.334
2023-02-07T14:56:16.784	2.912	37.175	37.498	0.000	0.800	0.511	0.185	279	8.455
2023-02-07T14:56:25.091	3.047	36.497	38.029	0.000	0.672	0.497	0.017	280	22.162
2023-02-07T14:57:56.723	2.855	36.517	37.834	0.000	0.902	0.528	0.112	281	38.756
2023-02-07T03:25:42.191	3.212	37.366	37.594	0.000	0.745	0.377	0.114	282	8.651
2023-02-07T03:26:30.867	3.411	37.359	37.606	373.455	0.643	0.474	-0.469	283	38.000
2023-02-07T11:41:53.492	2.936	37.175	37.468	4883.517	0.479	0.472	0.016	284	34.465
2023-02-07T11:42:38.424	2.689	37.070	37.570	31000.000	0.516	0.533	-0.095	285	11.451
2023-02-07T11:42:53.236	3.054	37.590	37.181	0.000	0.615	0.456	0.506	286	14.030
2023-02-07T11:43:18.382	2.527	37.165	37.432	20831.541	0.703	0.417	0.128	287	11.813
2023-02-07T11:43:23.177	3.209	37.288	37.284	22003.735	0.560	0.383	-0.103	288	8.999
2023-02-07T04:20:29.176	3.315	37.002	38.105	14762.915	0.694	0.468	-0.346	289	44.833
2023-02-07T04:21:08.292	2.735	37.185	37.516	9621.791	0.344	0.535	-0.073	290	10.999
2023-02-07T04:21:42.701	2.499	36.950	37.395	8729.533	0.119	0.462	0.007	291	11.940
2023-02-07T04:22:37.698	2.928	37.439	37.992	9049.204	0.799	0.431	-0.027	292	35.288
2023-02-07T04:24:05.021	3.169	36.861	37.405	0.000	0.884	0.578	0.873	293	21.652
2023-02-07T04:27:31.970	3.371	37.228	37.684	31000.000	0.686	0.353	0.250	294	17.111
2023-02-07T04:27:49.181	2.313	37.405	37.348	0.000	0.523	0.569	0.033	295	12.293
2023-02-07T04:28:30.950	2.936	37.439	37.573	0.000	0.604	0.464	0.316	296	16.974
2023-02-07T04:29:27.544	2.870	37.250	37.360	0.000	0.623	0.523	-0.070	297	14.849
2023-02-07T04:29:54.407	2.477	37.108	37.455	24538.725	0.497	0.528	0.052	298	9.818
2023-02-07T01:01:29.627	3.020	36.980	37.407	0.000	0.803	0.459	0.538	299	40.982
2023-02-07T01:03:03.900	2.758	37.541	37.590	9754.438	0.665	0.508	0.515	300	13.071
2023-02-07T01:03:20.183	2.265	37.077	37.515	13790.847	0.434	0.588	-0.035	301	12.327
2023-02-07T01:04:08.438	2.562	37.074	37.581	17568.135	0.564	0.384	0.227	302	15.420
2023-02-07T01:05:32.861	2.469	37.237	37.366	27936.810	0.598	0.502	0.158	303	7.997
2023-02-07T01:07:09.371	2.928	37.158	38.033	0.000	0.823	0.401	-0.928	304	39.939
2023-02-07T01:08:26.969	3.111	37.307	38.042	15327.493	0.711	0.424	-0.067	305	36.047
2023-02-07T11:45:11.612	2.308	37.146	37.458	0.000	0.522	0.583	0.039	306	11.894
2023-02-07T11:46:00.123	2.605	37.457	37.486	27387.856	0.622	0.457	0.098	307	7.142
2023-02-07T04:31:26.123	2.807	37.000	37.443	1573.365	0.706	0.482	0.093	308	20.116
2023-02-07T04:32:27.760	2.932	37.306	37.630	11078.581	0.569	0.528	0.288	309	24.797
2023-02-07T21:25:53.742	3.374	37.099	37.853	31000.000	0.764	0.298	-0.092	310	19.179
2023-02-07T21:26:14.626	2.807	37.161	37.614	22671.397	0.609	0.221	0.061	311	10.910
2023-02-07T21:26:40.382	3.284	36.730	37.926	31000.000	0.774	0.218	-0.456	312	11.673
2023-02-07T21:26:53.010	2.914	37.098	37.684	277.851	0.713	0.280	-0.195	313	11.350
2023-02-07T21:27:35.330	2.379	37.080	37.335	4134.816	0.327	0.364	0.006	314	27.019
2023-02-07T21:27:57.225	2.150	37.198	37.575	0.000	0.403	0.515	0.059	315	9.485
2023-02-07T21:28:10.352	3.561	37.273	37.422	28349.072	0.570	0.493	0.008	316	10.626
2023-02-07T21:28:27.953	3.138	37.412	37.414	28038.418	0.874	0.460	0.133	317	16.004
2023-02-07T21:28:35.327	3.249	37.402	37.510	0.000	0.841	0.184	-0.021	318	9.851
2023-02-07T21:28:44.302	2.843	37.304	37.689	18185.468	0.688	0.395	-0.195	319	19.184
2023-02-07T21:29:09.526	3.189	37.037	37.845	9520.701	0.758	0.309	-0.054	320	8.542
2023-02-07T11:47:05.585	3.198	37.011	37.702	0.000	0.803	0.361	-0.561	321	45.798
2023-02-07T21:29:56.045	2.235	37.188	37.542	6922.087	0.509	0.439	0.007	322	14.089
2023-02-07T11:47:22.365	2.971	37.136	37.410	21881.593	0.193	0.554	-0.003	323	6.133
2023-02-07T21:30:31.870	3.075	37.084	37.339	15016.085	0.736	0.431	0.203	324	49.248
2023-02-07T21:31:35.799	2.745	36.937	37.921	0.000	0.754	0.511	0.051	325	13.310
2023-02-07T21:31:53.036	2.759	37.179	37.534	0.000	0.610	0.358	0.132	326	27.964
2023-02-07T21:32:32.994	1.933	37.282	37.467	15648.286	0.736	0.522	0.185	327	14.929
2023-02-07T21:33:11.609	2.444	37.075	37.307	31000.000	0.626	0.448	-0.581	328	15.730
2023-02-07T21:33:37.918	2.708	37.416	37.258	0.000	0.853	0.521	0.067	329	16.212
2023-02-07T11:47:36.633	3.789	36.557	38.097	20394.958	0.595	0.478	0.018	330	41.677
2023-02-07T21:34:04.396	3.096	37.182	37.850	30528.238	0.656	0.335	-0.139	331	16.499
2023-02-07T21:34:16.178	2.648	37.102	37.544	31000.000	0.697	0.321	-0.171	332	11.255
2023-02-07T21:35:00.297	2.698	36.692	37.176	2935.793	0.510	0.401	0.068	333	27.827
2023-02-07T21:35:33.827	2.157	37.186	37.494	0.000	0.641	0.510	0.082	334	12.705
2023-02-07T21:35:48.203	3.619	36.625	38.100	19104.422	0.553	0.420	0.007	335	42.488
2023-02-07T05:16:43.772	3.425	37.644	37.781	18.854	0.443	0.378	0.058	336	24.046
2023-02-07T05:18:13.278	1.823	37.102	37.386	8290.198	0.309	0.557	0.017	337	9.888
2023-02-07T05:18:52.029	2.709	37.044	37.324	4309.990	0.278	0.462	0.080	338	19.542
2023-02-07T05:19:16.236	2.973	37.183	37.441	8980.153	0.384	0.545	0.022	339	19.739
2023-02-07T05:19:54.950	2.819	36.956	37.617	7328.170	0.538	0.491	0.189	340	26.186
2023-02-07T05:20:16.290	2.553	36.971	37.491	19774.751	0.602	0.624	0.049	341	6.899
2023-02-07T05:21:38.581	3.171	37.213	37.619	31000.000	0.630	0.596	0.199	342	11.960
2023-02-07T05:22:53.128	2.569	37.112	37.412	0.000	0.797	0.541	0.355	343	14.105
2023-02-07T05:22:48.992	3.251	37.847	38.137	5.255	0.642	0.380	-0.485	344	60.280
2023-02-07T11:49:09.114	2.607	37.332	37.509	0.000	0.572	0.456	-0.136	345	4.972
2023-02-07T11:49:52.125	3.676	36.996	37.146	6997.715	0.495	0.403	0.055	346	42.260
2023-02-07T01:10:37.896	2.575	36.981	37.305	0.000	0.506	0.459	-0.040	347	25.162
2023-02-07T01:11:00.381	2.386	37.128	37.529	8817.524	0.561	0.544	0.117	348	10.240
2023-02-07T01:11:18.441	2.475	37.288	37.617	0.000	0.568	0.600	-0.060	349	11.144
2023-02-07T01:11:41.717	2.772	37.196	37.647	0.000	0.803	0.372	-0.239	350	11.550
2023-02-07T01:11:43.568	2.612	37.411	37.582	14947.485	0.510	0.534	0.136	351	10.396
2023-02-07T11:51:06.461	3.470	36.607	38.048	310.735	0.595	0.415	0.024	352	29.531
2023-02-07T04:34:16.265	2.743	37.190	37.482	0.000	0.344	0.402	-0.008	353	9.627
2023-02-07T04:35:16.978	3.816	37.551	38.022	8013.335	0.670	0.457	0.080	354	33.906
2023-02-07T04:36:07.577	3.544	36.529	38.094	15132.460	0.642	0.422	0.418	355	29.063
2023-02-07T01:15:16.075	3.395	37.102	37.597	0.000	0.594	0.599	0.281	356	22.628
2023-02-07T01:15:40.546	3.379	37.398	37.309	1502.426	0.444	0.424	-0.055	357	6.189
2023-02-07T05:25:39.919	2.452	37.147	37.552	0.000	0.703	0.489	-0.064	358	15.396
2023-02-07T05:26:31.456	4.159	37.345	37.613	22929.195	0.464	0.546	-0.014	359	8.000
2023-02-07T05:26:45.197	2.954	36.972	37.437	8697.882	0.193	0.502	0.008	360	8.160
2023-02-07T11:52:26.463	3.354	36.609	38.068	863.733	0.717	0.429	-0.790	361	61.787
2023-02-07T01:16:39.489	3.108	37.680	38.072	23327.257	0.767	0.445	-0.966	362	34.093
2023-02-07T01:16:48.262	2.894	37.256	37.568	0.000	0.624	0.468	0.177	363	20.073
2023-02-07T01:18:05.830	2.909	37.285	37.497	0.000	0.985	0.399	0.181	364	9.557
2023-02-07T01:18:08.636	3.766	36.419	38.042	12690.500	0.520	0.421	0.046	365	34.321
2023-02-07T01:18:39.899	3.479	37.845	37.892	3920.381	0.722	0.430	-0.028	366	23.278
2023-02-07T04:37:31.470	3.517	37.646	37.978	18152.937	0.633	0.458	0.069	367	34.799
2023-02-07T21:36:58.628	2.971	37.347	37.625	0.000	0.527	0.439	-0.064	368	21.990
2023-02-07T21:38:51.084	3.008	36.548	37.994	159.118	0.743	0.335	0.021	369	22.477
2023-02-07T21:39:26.286	3.182	37.794	37.829	5408.805	0.605	0.449	0.008	370	48.298
2023-02-07T21:40:48.747	3.514	37.002	37.296	28110.005	0.445	0.272	0.047	371	14.537
2023-02-07T21:40:51.486	3.952	37.020	37.288	0.119	0.524	0.418	0.063	372	36.100
2023-02-07T21:41:47.862	3.795	37.640	38.053	13945.775	0.669	0.437	-0.012	373	48.540
2023-02-07T04:42:03.301	4.500	36.540	36.867	10767.376	0.532	0.489	0.109	374	30.438
2023-02-07T01:20:44.094	2.964	37.165	37.456	4.126	0.511	0.593	-0.241	375	9.990
2023-02-07T01:22:05.041	2.739	37.046	37.350	10292.772	0.407	0.390	-0.277	376	22.192
2023-02-07T01:22:55.943	2.584	36.985	37.479	11760.464	0.595	0.413	-0.167	377	18.405
2023-02-07T01:24:08.327	3.770	37.067	37.606	28722.190	0.706	0.291	0.008	378	10.380
2023-02-07T01:24:26.985	2.831	37.384	37.393	25664.473	0.660	0.463	-0.021	379	8.428
2023-02-07T11:55:19.972	4.089	37.495	38.012	18698.389	0.387	0.445	0.125	380	36.721
2023-02-07T11:56:58.200	2.535	37.044	37.410	7406.698	0.611	0.503	0.042	381	16.386
2023-02-07T11:58:34.249	3.263	37.272	37.581	0.000	0.582	0.424	0.186	382	21.618
2023-02-07T11:59:21.384	3.474	37.309	38.096	18423.297	0.723	0.410	0.075	383	39.066
2023-02-07T04:45:02.512	3.024	37.183	37.507	7057.324	0.632	0.466	0.034	384	20.914
2023-02-07T04:45:23.250	3.415	37.814	38.152	13372.939	0.816	0.360	0.009	385	31.662
2023-02-07T04:46:44.306	3.604	36.733	37.182	0.000	0.520	0.426	-0.018	386	29.945
2023-02-07T01:25:13.877	2.686	37.091	37.367	0.000	0.680	0.514	0.103	387	14.676
2023-02-07T01:25:37.188	2.277	37.143	37.387	15345.262	0.356	0.524	-0.066	388	10.877
2023-02-07T01:26:55.003	2.631	37.163	37.514	0.000	0.563	0.549	0.130	389	18.164
2023-02-07T01:27:15.827	1.877	36.932	37.371	0.000	0.647	0.456	0.207	390	9.475
2023-02-07T01:27:21.277	3.694	37.809	38.151	22073.499	0.658	0.448	0.034	391	38.761
2023-02-07T01:29:18.343	4.131	36.832	38.110	14831.714	0.529	0.445	0.061	392	33.590
2023-02-07T01:29:49.433	4.085	36.920	37.189	0.000	0.410	0.454	0.041	393	16.438
2023-02-07T05:36:34.748	3.207	37.251	37.701	0.000	0.794	0.448	0.039	394	15.556
2023-02-07T05:36:51.535	2.412	37.380	37.688	24124.598	0.730	0.441	-0.115	395	8.898
2023-02-07T05:37:23.680	3.087	37.119	37.498	13825.705	0.523	0.431	0.003	396	25.651
2023-02-07T05:38:56.551	2.734	37.409	37.458	31000.000	0.796	0.556	0.291	397	12.938
2023-02-07T05:39:44.430	2.706	36.921	37.396	11120.554	0.444	0.440	0.033	398	15.873
2023-02-07T12:01:22.879	2.943	36.527	38.107	0.000	0.930	0.436	-0.390	399	43.272
2023-02-07T12:02:26.789	2.903	37.317	37.589	0.000	0.751	0.437	-0.016	400	11.572
2023-02-07T12:03:13.655	3.178	36.589	38.135	1796.929	0.667	0.315	0.005	401	24.494
2023-02-07T01:33:57.467	4.181	37.559	37.979	24334.494	0.562	0.461	0.544	402	36.137
2023-02-07T01:34:30.205	4.470	36.979	37.415	6213.487	0.528	0.466	0.136	403	30.940
2023-02-07T04:48:55.920	2.866	37.235	37.312	31000.000	0.788	0.419	-0.020	404	11.773
2023-02-07T04:49:18.804	3.669	37.409	38.064	14922.105	0.680	0.370	-0.001	405	34.420
2023-02-07T01:37:16.136	2.666	37.499	37.664	0.000	0.805	0.511	0.092	406	14.735
2023-02-07T01:38:52.790	3.045	37.382	37.147	31000.000	0.661	0.371	0.213	407	21.690
2023-02-07T01:39:07.167	3.358	37.344	37.340	25856.903	0.774	0.382	-0.251	408	14.134
2023-02-07T01:40:44.364	2.432	37.286	37.495	7501.743	0.647	0.357	0.300	409	11.047
2023-02-07T01:40:51.321	2.816	37.489	37.659	0.000	0.718	0.356	0.042	410	11.181
2023-02-07T12:11:34.473	3.104	36.570	38.097	11724.610	0.565	0.406	0.110	411	29.023
2023-02-07T12:12:09.565	3.393	37.152	37.573	16929.187	0.811	0.526	-0.037	412	11.475
2023-02-07T12:13:08.336	3.019	37.694	38.025	11439.180	0.464	0.346	-0.062	413	28.915
2023-02-07T12:13:21.693	3.288	36.962	37.165	4149.783	0.578	0.432	0.057	414	22.615
2023-02-07T12:15:35.028	2.313	37.171	37.377	9209.439	0.284	0.445	-0.024	415	17.145
2023-02-07T12:16:03.111	3.667	37.474	38.024	23532.692	0.648	0.439	-0.046	416	33.749
2023-02-07T04:50:27.651	3.564	36.624	38.092	11192.706	0.508	0.417	-0.006	417	36.301
2023-02-07T04:52:25.755	3.088	37.283	37.210	0.000	0.656	0.532	0.965	418	15.298
2023-02-07T04:53:51.987	2.646	36.999	37.267	12272.532	0.366	0.447	-0.038	419	17.988
2023-02-07T04:53:51.099	3.172	36.421	36.636	0.000	0.552	0.491	-0.024	420	15.968
2023-02-07T21:43:55.055	3.241	37.531	38.017	7716.937	0.675	0.419	-0.052	421	42.996
2023-02-07T21:44:22.163	2.343	36.820	37.343	0.000	0.495	0.354	-0.003	422	10.572
2023-02-07T21:44:59.570	2.472	37.250	37.709	21836.842	0.637	0.506	-0.546	423	18.869
2023-02-07T21:45:36.120	2.842	37.223	37.589	0.000	0.784	0.422	-0.080	424	27.574
2023-02-07T21:46:06.279	2.709	37.189	37.536	8882.378	0.383	0.481	-0.068	425	31.702
2023-02-07T21:46:20.214	2.438	37.150	37.472	1735.260	0.650	0.268	0.011	426	9.615
2023-02-07T21:46:30.695	3.022	37.249	37.812	26301.690	0.610	0.301	0.126	427	13.063
2023-02-07T21:46:53.555	2.940	37.701	38.027	2482.307	0.754	0.450	0.034	428	29.153
2023-02-07T21:47:33.776	2.642	36.994	37.228	134.492	0.454	0.481	-0.028	429	14.772
2023-02-07T21:48:07.567	2.391	36.841	37.338	5351.816	0.582	0.388	-0.231	430	33.691
2023-02-07T21:48:28.632	2.348	37.033	37.294	22246.223	0.609	0.421	-0.191	431	17.258
2023-02-07T21:48:55.176	2.902	37.074	37.347	10619.939	0.435	0.424	0.080	432	36.113
2023-02-07T21:49:06.411	3.325	37.373	37.317	17052.576	0.177	0.656	0.052	433	7.582
2023-02-07T21:49:32.730	2.973	36.991	37.632	26511.733	0.468	0.469	-0.075	434	6.471
2023-02-07T21:49:38.068	3.250	37.134	37.409	5362.604	0.412	0.391	0.017	435	26.470
2023-02-07T12:58:56.232	3.129	36.608	38.101	9312.343	0.656	0.473	-0.078	436	33.169
2023-02-07T13:01:02.277	2.411	37.262	37.251	31000.000	0.578	0.416	0.013	437	8.736
2023-02-07T13:01:42.175	3.729	36.662	37.878	0.000	0.592	0.427	-0.006	438	31.653
2023-02-07T13:02:25.416	3.719	36.629	37.883	2292.645	0.726	0.482	0.028	439	36.617
2023-02-07T05:41:06.285	3.664	37.365	37.559	64.595	0.464	0.263	0.111	440	6.190
2023-02-07T05:41:52.719	2.943	36.630	38.099	19201.600	0.497	0.514	-0.018	441	14.905
2023-02-07T05:42:28.826	3.481	37.528	38.018	15884.946	0.653	0.483	0.080	442	32.882
2023-02-07T05:43:13.508	3.140	36.923	37.193	8038.352	0.362	0.497	-0.205	443	19.363
2023-02-07T05:44:49.054	2.825	37.269	37.651	0.000	0.911	0.496	0.158	444	26.124
2023-02-07T05:46:14.145	2.473	37.256	37.576	12014.682	0.322	0.663	0.054	445	7.964
2023-02-07T05:46:37.614	2.652	37.082	37.622	0.000	0.634	0.350	0.134	446	11.489
2023-02-07T05:47:02.150	2.879	37.569	37.503	0.000	0.630	0.463	0.222	447	10.295
2023-02-07T05:47:20.741	2.773	37.028	37.494	9312.613	0.562	0.458	-0.485	448	21.176
2023-02-07T05:47:40.499	3.692	37.416	37.290	0.000	0.876	0.331	-0.064	449	12.199
2023-02-07T05:47:48.321	2.603	37.091	37.483	0.000	0.624	0.307	0.028	450	9.641
2023-02-07T05:48:39.782	3.732	36.898	38.234	11084.279	0.688	0.539	0.053	451	38.638
2023-02-07T05:50:34.116	3.632	37.250	37.394	22410.261	0.503	0.331	0.001	452	9.906
2023-02-07T05:51:05.177	3.429	37.231	37.496	0.000	0.607	0.709	-0.136	453	10.000
2023-02-07T05:51:58.164	2.683	37.240	37.544	13004.200	0.460	0.429	0.151	454	15.071
2023-02-07T05:53:14.044	2.539	37.090	37.393	0.000	0.341	0.534	0.034	455	18.686
2023-02-07T05:53:36.841	3.869	37.473	37.659	5872.330	0.566	0.527	0.127	456	7.642
2023-02-07T05:54:00.227	2.739	37.154	37.552	918.817	0.643	0.631	0.357	457	9.088
2023-02-07T05:54:04.190	2.885	37.356	37.491	0.000	0.617	0.550	0.094	458	8.990
2023-02-07T01:42:16.707	3.093	37.560	37.632	0.000	0.446	0.562	0.174	459	19.472
2023-02-07T01:42:34.243	2.503	37.531	37.592	31000.000	0.729	0.292	-0.031	460	7.484
2023-02-07T01:45:37.031	3.393	37.551	37.995	20305.898	0.602	0.486	-0.014	461	25.203
2023-02-07T01:46:09.169	2.871	36.998	37.393	24464.005	0.596	0.606	-0.072	462	17.211
2023-02-07T01:47:07.336	3.254	37.070	38.065	31000.000	0.779	0.466	-0.043	463	36.191
2023-02-07T01:48:02.621	2.604	37.318	37.681	0.000	0.635	0.635	-0.456	464	21.705
2023-02-07T01:48:36.413	2.654	37.230	37.490	7792.573	0.584	0.486	0.083	465	20.253
2023-02-07T01:49:00.338	2.779	37.315	37.404	0.000	0.717	0.653	0.591	466	9.110
2023-02-07T01:50:17.516	3.540	37.818	38.104	26299.793	0.522	0.383	-0.002	467	29.664
2023-02-07T01:51:16.623	3.246	37.074	37.490	0.000	0.756	0.488	0.206	468	39.676
2023-02-07T01:51:47.961	3.455	37.167	37.419	1078.071	0.680	0.503	0.034	469	26.444
2023-02-07T05:54:46.568	2.780	37.133	37.333	31000.000	0.637	0.568	-0.373	470	21.009
2023-02-07T05:55:30.457	3.882	37.397	38.104	25689.743	0.679	0.496	0.080	471	46.799
2023-02-07T05:56:00.325	3.991	36.606	38.107	0.000	0.650	0.498	-0.040	472	28.976
2023-02-07T05:57:31.599	2.701	37.250	37.574	0.000	0.411	0.453	0.042	473	12.670
2023-02-07T07:37:29.173	3.309	36.598	38.120	0.000	0.581	0.477	-0.066	474	35.371
2023-02-07T07:39:48.361	3.118	37.089	37.481	0.000	0.633	0.525	-0.184	475	9.677
2023-02-07T07:39:51.429	3.080	36.966	37.169	12134.628	0.536	0.519	-0.162	476	20.540
2023-02-07T07:39:55.598	3.417	36.778	37.256	27678.746	0.500	0.332	0.049	477	8.015
2023-02-07T17:56:48.367	2.761	37.068	37.498	18837.951	0.603	0.518	0.039	478	10.240
2023-02-07T17:56:56.271	3.043	36.977	37.688	21684.337	0.702	0.398	-0.011	479	9.190
2023-02-07T17:57:16.723	2.270	37.205	37.480	0.000	0.850	0.500	-0.058	480	12.456
2023-02-07T17:58:09.805	2.573	37.265	37.546	18301.698	0.557	0.469	-0.022	481	14.413
2023-02-07T17:58:34.834	2.385	37.215	37.610	18351.033	0.771	0.506	-0.026	482	21.984
2023-02-07T17:59:46.700	2.278	37.259	37.280	0.000	0.683	0.542	0.129	483	15.132
2023-02-07T18:00:27.144	2.707	37.154	37.632	31000.000	0.514	0.381	-0.151	484	11.255
2023-02-07T18:00:33.609	2.147	37.224	37.403	0.000	0.537	0.450	0.174	485	9.696
2023-02-07T18:01:05.202	2.737	37.622	37.761	7384.818	0.506	0.396	-0.242	486	31.062
2023-02-07T18:01:43.432	2.161	37.279	37.636	0.000	0.459	0.327	0.076	487	11.040
2023-02-07T18:02:14.954	2.862	37.241	37.483	18506.721	0.718	0.403	-0.103	488	11.797
2023-02-07T18:03:02.838	2.954	37.379	37.639	23501.668	0.847	0.417	-0.155	489	24.858
2023-02-07T18:03:13.125	2.717	37.085	37.495	6870.655	0.555	0.664	0.076	490	12.237
2023-02-07T18:03:55.115	2.516	37.337	37.600	30185.567	0.496	0.589	-0.405	491	11.644
2023-02-07T18:04:23.988	1.951	37.217	37.446	8009.290	0.631	0.350	0.036	492	11.003
2023-02-07T18:04:38.593	2.361	36.950	37.423	6243.428	0.518	0.345	-0.085	493	18.411
2023-02-07T18:05:35.600	2.423	37.198	37.399	22681.864	0.668	0.501	0.024	494	22.190
2023-02-07T18:05:54.166	2.664	37.249	37.539	8478.742	0.537	0.463	-0.128	495	26.963
2023-02-07T18:06:16.597	2.775	36.891	37.524	31000.000	0.738	0.504	-0.100	496	17.973
2023-02-07T18:06:46.074	3.569	36.349	37.970	21881.576	0.708	0.408	0.107	497	36.206
2023-02-07T05:59:00.010	2.652	37.348	37.408	29010.731	0.756	0.558	0.194	498	15.275
2023-02-07T05:59:31.638	3.719	37.364	37.545	31000.000	0.772	0.483	0.065	499	6.122
2023-02-07T07:40:46.464	3.286	37.104	37.437	31000.000	0.596	0.454	-0.063	500	11.253
2023-02-07T21:51:23.858	2.696	37.258	37.410	31000.000	0.868	0.509	-0.108	501	19.848
2023-02-07T21:52:32.595	2.819	37.241	37.654	0.000	0.956	0.436	-0.315	502	24.057
2023-02-07T21:52:44.328	2.190	37.170	37.744	0.000	0.895	0.563	0.016	503	13.909
2023-02-07T21:53:36.490	3.480	36.443	38.063	13557.501	0.514	0.399	0.056	504	44.575
2023-02-07T21:54:56.072	3.201	36.988	37.455	11541.527	0.362	0.419	-0.021	505	32.453
2023-02-07T21:56:07.746	2.426	37.221	37.657	9449.811	0.472	0.571	-0.043	506	7.750
2023-02-07T21:56:13.399	2.360	36.990	37.238	0.000	0.282	0.433	0.000	507	23.178
2023-02-07T21:57:06.532	2.811	37.543	36.945	22718.212	0.469	0.591	-0.026	508	7.421
2023-02-07T21:57:33.820	2.278	37.167	37.544	4756.749	0.532	0.525	0.019	509	18.629
2023-02-07T21:58:55.050	3.767	36.962	37.416	7771.109	0.565	0.427	0.113	510	49.904
2023-02-07T07:42:44.958	2.650	36.666	37.187	0.000	0.512	0.526	0.026	511	15.909
2023-02-07T07:43:50.656	2.919	37.177	37.406	0.000	0.685	0.539	-0.113	512	10.536
2023-02-07T07:43:57.322	3.462	37.040	37.474	16187.061	0.831	0.503	-0.171	513	34.060
2023-02-07T18:07:41.711	3.052	36.941	37.404	4304.280	0.493	0.402	-0.060	514	32.319
2023-02-07T18:08:16.127	2.341	37.153	37.454	0.000	0.407	0.514	-0.037	515	15.879
2023-02-07T18:12:25.215	4.224	37.811	38.135	12540.820	0.714	0.343	-0.002	516	52.238
2023-02-07T07:45:06.006	3.985	36.521	36.910	17848.258	0.637	0.431	0.152	517	33.858
2023-02-07T18:14:06.538	3.982	38.296	38.045	17886.016	0.639	0.371	-0.184	518	56.758
2023-02-07T18:17:11.633	2.750	36.955	37.415	0.000	0.319	0.393	0.047	519	19.615
2023-02-07T18:18:05.455	3.563	37.231	37.738	31000.000	0.872	0.288	0.246	520	15.075
2023-02-07T18:18:16.207	3.018	37.096	37.336	0.000	0.541	0.456	0.113	521	25.024
2023-02-07T07:47:49.808	3.075	37.373	37.568	0.000	0.731	0.530	0.013	522	17.882
2023-02-07T07:48:07.767	2.503	37.278	37.651	15941.445	0.441	0.600	0.071	523	9.103
2023-02-07T07:49:03.139	2.944	36.828	37.326	0.000	0.637	0.453	-0.179	524	26.896
2023-02-07T07:49:37.148	2.426	37.029	37.510	15845.840	0.399	0.541	0.484	525	9.451
2023-02-07T07:50:02.234	3.666	38.122	37.967	8170.952	0.612	0.490	0.064	526	29.448
2023-02-07T04:55:38.774	3.070	36.585	36.922	0.000	0.647	0.562	0.141	527	25.420
2023-02-07T04:58:03.775	3.461	36.986	37.888	31000.000	0.669	0.393	-0.874	528	39.287
2023-02-07T04:58:41.052	3.554	37.190	37.666	27856.803	0.760	0.455	0.222	529	14.472
2023-02-07T04:58:56.632	2.646	37.149	37.533	12211.468	0.670	0.510	-0.025	530	10.138
2023-02-07T05:00:10.999	3.015	37.319	37.624	0.000	0.640	0.429	-0.022	531	21.799
2023-02-07T05:01:16.421	2.485	37.274	37.597	7403.967	0.542	0.466	0.015	532	11.946
2023-02-07T05:02:32.522	2.610	36.882	37.471	14566.932	0.693	0.560	0.241	533	18.030
2023-02-07T05:03:12.084	3.865	37.349	37.395	24172.755	0.399	0.279	-0.114	534	7.206
2023-02-07T05:04:50.910	3.267	36.910	37.366	0.000	0.554	0.459	0.236	535	38.865
2023-02-07T05:05:53.617	2.925	37.217	37.797	31000.000	0.754	0.458	-0.057	536	13.192
2023-02-07T05:07:37.130	2.393	36.912	37.411	11107.286	0.551	0.558	0.071	537	12.683
2023-02-07T05:08:32.148	3.394	37.893	38.164	5791.151	0.646	0.429	0.964	538	46.145
2023-02-07T05:08:37.063	2.558	37.278	37.599	8427.275	0.151	0.422	-0.009	539	12.040
2023-02-07T07:51:20.478	3.532	37.485	37.975	0.000	0.793	0.458	0.027	540	26.292
2023-02-07T07:52:44.859	2.565	37.268	37.240	23762.154	0.876	0.568	0.106	541	12.147
2023-02-07T05:09:27.014	3.496	37.493	38.013	19615.749	0.676	0.468	0.749	542	50.909
2023-02-07T07:54:29.989	3.422	37.260	37.504	0.000	0.856	0.487	-0.078	543	9.347
2023-02-07T07:54:38.038	3.121	37.150	37.583	0.000	0.706	0.547	-0.136	544	9.707
2023-02-07T05:11:21.667	2.733	37.047	37.304	14099.922	0.640	0.606	-0.163	545	13.788
2023-02-07T07:56:15.008	2.974	37.246	37.625	0.000	0.674	0.411	0.637	546	24.039
2023-02-07T05:12:33.509	2.380	36.756	37.390	0.000	0.231	0.487	0.005	547	11.825
2023-02-07T05:12:56.391	2.512	36.925	37.165	0.000	0.759	0.572	0.853	548	15.611
2023-02-07T05:13:10.093	2.499	37.233	37.637	0.000	0.754	0.688	0.035	549	15.126
2023-02-07T05:13:29.157	2.163	37.168	37.524	0.000	0.490	0.519	0.088	550	8.000
2023-02-07T05:13:54.137	2.370	36.978	37.136	13065.375	0.697	0.529	0.004	551	12.542
2023-02-07T05:14:43.971	2.754	37.007	37.292	11404.809	0.496	0.503	-0.056	552	18.834
2023-02-07T05:15:59.012	3.227	36.494	36.874	548.543	0.588	0.456	0.056	553	15.973
2023-02-07T06:01:25.495	2.911	36.852	37.652	31000.000	0.627	0.414	-0.103	554	6.978
